rep,seed,method,E,active,exact_zeros,reference_active,F1_reference,jaccard_reference,test_mse,validation_mse,objective,support_bits,fit_converged,lambda_bar,lam,capped_candidates,diagnostics,tau,selected_rounds,fitting_rounds,selected_local_epochs,total_local_epochs,vector_kib,scalar_kib,setup_scalar_kib,coef_0,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9,upload_kib
0,20260911,FedAvg-P,3,4,6,4,1.0,1.0,3315.4881799336426,3212.465361200094,2132.8003763147103,332,True,8.582647991049786,8.582647991049786,0,"{""selected_candidate"": 1, ""candidate_rounds"": [7, 6, 7, 8, 10], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 1.1561239266457932e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 4.243840673926789e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 1.6885899807077154e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 1.264334642089679e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 3.293911393580383e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",4.291323995524893,6,38,18.0,114.0,8.90625,0.3515625,0.5390625,-0.0,-0.0,18.873602013354912,10.604910842801308,-0.0,-0.0,-6.014425047291477,0.0,12.998568623108019,-0.0,9.796875
0,20260911,FedAvg,20,9,1,4,0.6153846153846154,0.4444444444444444,3091.88172762373,2933.7371358036717,2189.4371762042965,991,True,8.582647991049786,8.582647991049786,0,"{""fit_converged"": true, ""final_update_norm"": 1.365266252286443e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",,7,7,140.0,140.0,1.640625,0.0,0.5390625,-3.023808100516308,-2.702372441694989,22.609183253579744,14.348894788338733,-2.7645705065324773,0.0,-7.961987300024947,2.0231253316963107,19.324458039932992,-1.2378060399540345,2.1796875
0,20260911,FedAvg-ST,20,4,6,4,1.0,1.0,3340.3704823550897,3279.6029438910264,2139.289533228713,332,True,8.582647991049786,8.582647991049786,0,"{""fit_converged"": true, ""final_update_norm"": 1.365266252286443e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",4.5622401901607335,7,7,140.0,140.0,1.640625,2.8125,0.5390625,-0.0,-0.0,18.04694306341901,9.786654598178,-0.0,0.0,-3.3997471098642134,0.0,14.76221784977226,-0.0,4.9921875
0,20260911,FedAvg-P,20,4,6,4,1.0,1.0,3318.7207427890453,3249.7602041800005,2132.355372582347,332,True,8.582647991049786,8.582647991049786,0,"{""selected_candidate"": 1, ""candidate_rounds"": [4, 5, 6, 6, 6], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 1.0028669450160369e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 1.643166119197434e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 4.27691835054175e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 2.845652986475827e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 6.511594284586518e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",4.291323995524893,5,27,100.0,540.0,6.328125,0.3515625,0.5390625,-0.0,-0.0,18.33406838758782,10.057796195508685,-0.0,-0.0,-3.8363719320235,0.0,14.88315304524251,-0.0,7.21875
1,20260912,Pooled,0,10,0,6,0.75,0.6,2860.755357371818,3092.4641006756874,1507.8238145048056,1023,True,0.5112823883525736,0.04467748073816791,0,{},,0,0,,,0.0,0.0,0.5390625,-0.34037544666230923,-8.955303561468623,23.633534583510013,16.624716422245424,-29.868372283220612,15.604250113216384,4.801855569459514,15.298149267521488,28.69788120591905,3.9812329052376954,0.5390625
1,20260912,Pooled-1SE,0,6,4,6,1.0,1.0,2955.504394904873,3500.6303967434797,1561.853191639874,972,True,0.5112823883525736,6.64511451244793,0,{},,0,0,,,0.0,0.0,0.5390625,0.0,-0.0,22.1436078834117,10.877598740953584,-0.0,-0.0,-6.627164895758225,1.1893848840179162,18.764266693739074,0.9642506786611569,0.5390625
1,20260912,Largest-site,0,10,0,6,0.75,0.6,2849.2480812004765,3002.2035438736934,1518.1932200158008,1023,True,0.5112823883525736,0.04149685697573976,0,{},,0,0,,,0.0,0.0,0.5390625,0.5908609615449251,-9.763839282046238,26.391643812370486,14.679237750859842,-19.00345933386276,13.889699218949772,-2.0420334708084384,1.6078331855032766,29.649248032511178,5.196921062363597,0.5390625
1,20260912,Largest-site-1SE,0,4,6,6,0.8,0.6666666666666666,3361.3887591428943,4044.5789861417716,1812.8563571133025,780,True,0.5112823883525736,16.003762602673785,0,{},,0,0,,,0.0,0.0,0.5390625,0.0,0.0,20.83191148187495,4.684818096243034,0.0,0.0,-0.0,0.0,12.36020542921004,1.5636665496505087,0.5390625
1,20260912,One-shot,0,10,0,6,0.75,0.6,2850.087644696899,3132.277854808201,1497.3764161142954,1023,True,0.5112823883525736,0.5112823883525736,0,{},,1,1,,,0.234375,0.0,0.5390625,-2.2385931781620636,-9.576578363532022,22.29586526284044,17.42689358587043,-14.924452120721229,4.969678813358197,-2.4929672721160108,12.371468399910345,23.00876237447833,4.461896775357769,0.7734375
1,20260912,ADMM,0,8,2,6,0.8571428571428571,0.75,2871.9013020344264,3132.956023828491,1488.779918917529,990,True,0.5112823883525736,0.5112823883525736,0,{},,840,840,,,196.875,0.0,0.5390625,-0.0,-7.783560223243353,23.98052142947893,15.969943949593292,-9.057225103115755,-0.0,-3.7862507368990532,11.93897308564089,20.87364029029067,3.8544513317001923,197.4140625
1,20260912,FedAvg,1,10,0,6,0.75,0.6,2846.3149361347027,3135.3652339741748,1490.7929475317042,1023,True,0.5112823883525736,0.5112823883525736,0,"{""fit_converged"": true, ""final_update_norm"": 8.846876011763906e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",,50,50,50.0,50.0,11.71875,0.0,0.5390625,-1.0251320354460607,-7.422348288532342,23.392941545071213,16.200886567647068,-8.376928130504696,-0.8304579620140282,-3.859069678864564,11.038410653271626,22.070570131652296,3.993414585208169,12.2578125
1,20260912,FedAvg-ST,1,8,2,6,0.8571428571428571,0.75,2873.8214292209623,3377.452379930165,1534.0110329169363,990,True,0.5112823883525736,0.5112823883525736,0,"{""fit_converged"": true, ""final_update_norm"": 8.846876011763906e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",2.556411941762868,50,50,50.0,50.0,11.71875,2.8125,0.5390625,-0.0,-4.865936346769475,20.836529603308346,13.6444746258842,-5.820516188741829,-0.0,-1.302657737101696,8.481998711508759,19.51415818988943,1.4370026434453012,15.0703125
1,20260912,FedAvg-P,1,9,1,6,0.8,0.6666666666666666,2852.7320266840625,3171.497798358273,1491.146440748025,991,True,0.5112823883525736,0.5112823883525736,0,"{""selected_candidate"": 0, ""candidate_rounds"": [39, 47, 61, 190, 50], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 7.337625390497155e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 7.188575737219197e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 8.134441174972479e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 9.693219141374875e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 8.813864893815509e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",0.5112823883525736,39,387,39.0,387.0,90.703125,0.3515625,0.5390625,-0.15074060286587254,-6.468710817010583,23.808723815601965,15.942399537213586,-7.678961571325556,-0.0,-3.677809875505414,10.013809379581186,21.350497794405086,2.7224869556361666,91.59375
1,20260912,FedAvg,3,10,0,6,0.75,0.6,2863.264579880438,3125.9605378595384,1493.6114860594769,1023,True,0.5112823883525736,0.5112823883525736,0,"{""fit_converged"": true, ""final_update_norm"": 8.746287513948083e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",,41,41,123.0,123.0,9.609375,0.0,0.5390625,-2.123322630092149,-8.984699108123234,22.85652691279685,16.831623500611443,-6.609591763807273,-1.8973664994908326,-5.152742801802491,11.714559119571893,20.55765651773536,4.560809740762752,10.1484375
1,20260912,FedAvg-ST,3,8,2,6,0.8571428571428571,0.75,2898.1679872411187,3370.5869861159567,1528.4909150153806,990,True,0.5112823883525736,0.5112823883525736,0,"{""fit_converged"": true, ""final_update_norm"": 8.746287513948083e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",2.556411941762868,41,41,123.0,123.0,9.609375,2.8125,0.5390625,-0.0,-6.4282871663603665,20.30011497103398,14.275211558848575,-4.053179822044406,-0.0,-2.596330860039623,9.158147177809026,18.001244575972493,2.0043977989998845,12.9609375
1,20260912,FedAvg-P,3,10,0,6,0.75,0.6,2860.549458104095,3163.3656208316324,1493.485106599124,1023,True,0.5112823883525736,0.5112823883525736,0,"{""selected_candidate"": 0, ""candidate_rounds"": [42, 41, 41, 41, 41], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 7.538940470145008e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 9.488825419824387e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 9.100529759136997e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 8.909979620124317e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 8.82589384127382e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",0.5112823883525736,42,206,126.0,618.0,48.28125,0.3515625,0.5390625,-1.6914589848608195,-8.512781925305571,22.340765612631625,16.420519552857087,-6.67549220084248,-0.76110616889297,-4.500893175477113,11.180072665775018,20.311223257530177,3.9803315187567803,49.171875
1,20260912,FedAvg,20,10,0,6,0.75,0.6,2856.652408124361,3135.4440168655083,1495.217325776695,1023,True,0.5112823883525736,0.5112823883525736,0,"{""fit_converged"": true, ""final_update_norm"": 5.594952642038292e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",,17,17,340.0,340.0,3.984375,0.0,0.5390625,-2.2435274006656076,-9.465174147301193,22.389943354631654,17.35059303520991,-11.4015264131862,2.0258177234928754,-3.835059256196941,12.239883311801272,21.64666178888954,4.542629677196977,4.5234375
1,20260912,FedAvg-ST,20,8,2,6,0.8571428571428571,0.75,2824.347762256528,3367.163291576602,1536.8812834254625,990,True,0.5112823883525736,0.5112823883525736,0,"{""fit_converged"": true, ""final_update_norm"": 5.594952642038292e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",2.556411941762868,17,17,340.0,340.0,3.984375,2.8125,0.5390625,-0.0,-6.908762205538325,19.833531412868787,14.794181093447044,-8.845114471423333,0.0,-1.2786473144340733,9.683471370038404,19.09024984712667,1.9862177354341095,7.3359375
1,20260912,FedAvg-P,20,10,0,6,0.75,0.6,2832.403830063917,3167.497173147082,1495.62154981802,1023,True,0.5112823883525736,0.5112823883525736,0,"{""selected_candidate"": 0, ""candidate_rounds"": [20, 17, 17, 17, 17], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 5.319237420096403e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 6.838473404071884e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 5.644823063059124e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 5.600258138777505e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 5.595829791728788e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",0.5112823883525736,20,88,400.0,1760.0,20.625,0.3515625,0.5390625,-1.7321166739884033,-8.946800001272457,21.888793307222894,16.83693122725051,-10.418134397061065,1.1238825723882653,-3.509012573230679,11.699204187567597,20.955217082765447,4.037949247898447,21.515625
2,20260913,Pooled,0,6,4,2,0.5,0.3333333333333333,2989.121708367754,3248.068118288343,1928.742467570169,860,True,6.214125976125196,5.6988190338876406,0,{},,0,0,,,0.0,0.0,0.5390625,0.0,-0.0,27.277934764445106,9.521631973672852,-2.041359467597438,-0.0,-1.1461964855039923,0.0,25.536230962025787,2.2853018853107034,0.5390625
2,20260913,Pooled-1SE,0,2,8,2,1.0,1.0,3384.263970469116,3652.711910257253,2183.1434201430575,260,True,6.214125976125196,23.79438702822192,0,{},,0,0,,,0.0,0.0,0.5390625,0.0,0.0,18.498759028768102,0.0,0.0,-0.0,-0.0,0.0,15.272034176655689,0.0,0.5390625
2,20260913,Largest-site,0,8,2,2,0.4,0.25,2960.2078648980264,3149.810792044438,2201.076879727453,894,True,6.214125976125196,0.6089574292875741,0,{},,0,0,,,0.0,0.0,0.5390625,-0.0,-13.822369231849967,16.683498544513238,18.849690944639008,-16.710978060037785,6.098115517423342,-8.711038143842483,0.0,35.330271138059494,5.604669386475338,0.5390625
2,20260913,Largest-site-1SE,0,4,6,2,0.6666666666666666,0.5,2992.2507745100643,3123.3335610071795,1969.2867004601899,332,True,6.214125976125196,8.366002070351685,0,{},,0,0,,,0.0,0.0,0.5390625,0.0,-0.0,17.346492524871906,10.531568049714268,-0.0,-0.0,-5.928037180718275,0.0,25.035774432856137,0.0,0.5390625
2,20260913,One-shot,0,8,2,2,0.4,0.25,2798.818959044595,3108.260180329685,2013.284426398301,894,True,6.214125976125196,6.214125976125196,0,{},,1,1,,,0.234375,0.0,0.5390625,0.0,-6.9111846159249835,25.657852107662794,10.926310906136772,-8.355489030018893,3.049057758711671,-4.3555190719212415,0.0,25.513603067604247,3.56342634730371,0.7734375
2,20260913,ADMM,0,6,4,2,0.5,0.3333333333333333,2984.5359518662617,3245.7519126906236,1928.093961862352,860,True,6.214125976125196,6.214125976125196,0,{},,168,168,,,39.375,0.0,0.5390625,0.0,-0.0,27.090189575505697,9.262193476869236,-0.9872149377351374,-0.0,-1.1914443557005026,0.0,24.839190692376434,1.9214536763350711,39.9140625
2,20260913,FedAvg,1,9,1,2,0.36363636363636365,0.2222222222222222,2866.3189008266245,3138.4524538457867,1949.9259404397064,991,True,6.214125976125196,6.214125976125196,0,"{""fit_converged"": true, ""final_update_norm"": 3.9250030569508485e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",,20,20,20.0,20.0,4.6875,0.0,0.5390625,0.28403075471001055,-3.075209679269904,25.566448617720088,10.136897686223598,-3.5893328150261077,0.0,-4.696382988970342,0.3539973811800692,24.408480614273437,3.134351254746897,5.2265625
2,20260913,FedAvg-ST,1,3,7,2,0.8,0.6666666666666666,3340.8013881346633,3565.682389673379,2149.826856426156,268,True,6.214125976125196,6.214125976125196,0,"{""fit_converged"": true, ""final_update_norm"": 3.9250030569508485e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",8.096590268610617,20,20,20.0,20.0,4.6875,2.8125,0.5390625,0.0,-0.0,17.469858349109472,2.040307417612981,-0.0,0.0,-0.0,0.0,16.311890345662817,0.0,8.0390625
2,20260913,FedAvg-P,1,3,7,2,0.8,0.6666666666666666,3108.3061004953815,3438.5238637405623,2038.6462815583193,268,True,6.214125976125196,6.214125976125196,0,"{""selected_candidate"": 0, ""candidate_rounds"": [15, 17, 18, 19, 19], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 8.745355878309108e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 6.2899588270668484e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 6.36185067915077e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 9.369045526410847e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 9.30160749806406e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",6.214125976125196,15,88,15.0,88.0,20.625,0.3515625,0.5390625,0.0,-0.0,28.947602431843954,3.917315707099691,-0.0,-0.0,-0.0,0.0,13.112632550031577,0.0,21.515625
2,20260913,FedAvg,3,9,1,2,0.36363636363636365,0.2222222222222222,2795.212835005484,3101.982555574141,1973.829614487429,991,True,6.214125976125196,6.214125976125196,0,"{""fit_converged"": true, ""final_update_norm"": 3.3921383719235413e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",,13,13,39.0,39.0,3.046875,0.0,0.5390625,-0.07169889825578153,-6.669943428887319,25.314654329055056,10.976078389321312,-4.427246356561702,0.0,-5.944404744052189,0.003579407524237136,24.101044869795732,3.604443230397826,3.5859375
2,20260913,FedAvg-ST,3,3,7,2,0.8,0.6666666666666666,3340.5710325473337,3548.0718768366955,2146.3877174422773,268,True,6.214125976125196,6.214125976125196,0,"{""fit_converged"": true, ""final_update_norm"": 3.3921383719235413e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",8.096590268610617,13,13,39.0,39.0,3.046875,2.8125,0.5390625,-0.0,-0.0,17.21806406044444,2.879488120710695,-0.0,0.0,-0.0,0.0,16.004454601185117,0.0,6.3984375
2,20260913,FedAvg-P,3,4,6,2,0.6666666666666666,0.5,3179.9787636707542,3403.7872085355884,2061.7765857218697,270,True,6.214125976125196,6.214125976125196,0,"{""selected_candidate"": 0, ""candidate_rounds"": [6, 7, 7, 7, 7], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 5.518087657334965e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 3.3682828912122947e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 4.777434657264097e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 3.022210342223153e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 2.2325640533438687e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",6.214125976125196,6,34,18.0,102.0,7.96875,0.3515625,0.5390625,-0.0,-0.31294862789875033,19.573266441974173,5.025487688835792,-0.0,0.0,-0.0,0.0,17.55087300117401,0.0,8.859375
2,20260913,FedAvg,20,8,2,2,0.4,0.25,2795.8835992991026,3109.3875843770306,1983.4266056345937,894,True,6.214125976125196,6.214125976125196,0,"{""fit_converged"": true, ""final_update_norm"": 5.999677908720789e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",,6,6,120.0,120.0,1.40625,0.0,0.5390625,0.0,-6.845704804832472,25.692571048014564,10.878949622028994,-5.556533584856016,0.6656694520036143,-5.422290907404957,0.0,24.411647257765036,3.5600916368948328,1.9453125
2,20260913,FedAvg-ST,20,3,7,2,0.8,0.6666666666666666,3319.81674666577,3536.108346823009,2136.403616527972,268,True,6.214125976125196,6.214125976125196,0,"{""fit_converged"": true, ""final_update_norm"": 5.999677908720789e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}",8.096590268610617,6,6,120.0,120.0,1.40625,2.8125,0.5390625,0.0,-0.0,17.595980779403945,2.782359353418377,-0.0,0.0,-0.0,0.0,16.31505698915442,0.0,4.7578125
2,20260913,FedAvg-P,20,4,6,2,0.6666666666666666,0.5,3167.613277157223,3404.181757375559,2060.7230337037213,270,True,6.214125976125196,6.214125976125196,0,"{""selected_candidate"": 0, ""candidate_rounds"": [4, 4, 4, 4, 6], ""candidate_diagnostics"": [{""fit_converged"": true, ""final_update_norm"": 8.197694224764401e-08, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 2.475879094848666e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 2.0389144263517115e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 1.8732031259277316e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}, {""fit_converged"": true, ""final_update_norm"": 2.3331261989276706e-06, ""fit_tolerance"": 1e-05, ""hit_round_cap"": false}]}",6.214125976125196,4,22,80.0,440.0,5.15625,0.3515625,0.5390625,0.0,-0.6327657482921385,19.47781642506485,4.66568242353388,-0.0,0.0,-0.0,0.0,18.2175033900575,0.0,6.046875
3,20260914,Pooled,0,10,0,4,0.5714285714285714,0.4,3254.6188497758944,2533.023931931618,1611.767244475196,1023,True,1.4654199755018298,0.0472266388583787,0,{},,0,0,,,0.0,0.0,0.5390625,-1.3347769559276919,-13.730025412837696,24.19809006928245,18.418324496927838,-15.855945778186449,7.055010957185934,-10.479147898158462,-0.045327277735029835,28.71853926673547,4.519983067003957,0.5390625
3,20260914,Pooled-1SE,0,4,6,4,1.0,1.0,3187.2350810239595,2852.0546161758075,1801.5799373404498,332,True,1.4654199755018298,14.353098274055744,0,{},,0,0,,,0.0,0.0,0.5390625,0.0,-0.0,20.411775472863727,7.4972134510804,-0.0,-0.0,-2.29709986429071,0.0,18.258078407435942,0.0,0.5390625
3,20260914,Largest-site,0,8,2,4,0.6666666666666666,0.5,3280.3545401919678,2670.845841073104,1642.5059735527898,863,True,1.4654199755018298,0.7051557644873283,0,{},,0,0,,,0.0,0.0,0.5390625,2.348267597261684,-4.563263961678911,29.7008270336836,20.35109642329949,-11.580303663926612,-0.0,-4.641849566392254,0.0,26.03750611384369,2.961430436679309,0.5390625
