scenario,rep,lam,L_max,method,E,rounds,rate_multiplier,client_rate,validation_mse,selected_vector_upload_bytes,standalone_all_candidate_vector_bytes,standalone_setup_scalar_bytes,standalone_validation_scalar_bytes,standalone_total_upload_bytes,selected_local_steps,all_candidate_local_steps,local_unit,F1,active,objective,objective_gap,kkt_mapping,test_mse
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,5,20,,,,288000.0,288000.0,24.0,0.0,288024.0,100.0,100.0,cyclic CD sweep,0.25217391304347825,200,18.756386811858395,1.7047103851174974,0.2406965890116834,28.45804070061416
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,5,20,1.0,0.11995072539089334,32.78133085483632,288000.0,864000.0,48.0,72.0,864120.0,100.0,300.0,cached full-gradient evaluation,0.7887323943661971,41,17.063075251788344,0.011398825047447048,0.08126858203341414,26.256176276062863
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,5,50,,,,720000.0,720000.0,24.0,0.0,720024.0,250.0,250.0,cyclic CD sweep,0.25217391304347825,200,18.756386811858395,1.7047103851174974,0.24069658901168345,28.45804070061416
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,5,50,0.3,0.035985217617268,32.62108842200904,720000.0,2160000.0,48.0,72.0,2160120.0,250.0,750.0,cached full-gradient evaluation,0.7631578947368421,46,17.052703097414305,0.0010266706734078923,0.016239465751139437,26.08937474174727
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,5,100,,,,1440000.0,1440000.0,24.0,0.0,1440024.0,500.0,500.0,cyclic CD sweep,0.25217391304347825,200,18.756386811858395,1.7047103851174974,0.24069658901168328,28.45804070061416
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,5,100,0.1,0.011995072539089335,32.5388932641507,1440000.0,4320000.0,48.0,72.0,4320120.0,500.0,1500.0,cached full-gradient evaluation,0.7341772151898734,49,17.052068038522442,0.0003916117815450093,0.008036389455273074,26.06577480835857
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,20,5,,,,72000.0,72000.0,24.0,0.0,72024.0,100.0,100.0,cyclic CD sweep,0.25,202,18.79619634068103,1.744519913940131,0.23666386144972074,28.54323177291711
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,20,5,0.3,0.035985217617268,33.38543733575961,72000.0,216000.0,48.0,72.0,216120.0,100.0,300.0,cached full-gradient evaluation,0.7714285714285715,40,17.090537819808887,0.038861393067989525,0.10547054860380234,26.831752828021823
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,20,10,,,,144000.0,144000.0,24.0,0.0,144024.0,200.0,200.0,cyclic CD sweep,0.25,202,18.796196340681142,1.7445199139402447,0.23666386144966392,28.543231772917373
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,20,10,0.3,0.035985217617268,32.86906675199511,144000.0,432000.0,48.0,72.0,432120.0,200.0,600.0,cached full-gradient evaluation,0.8,40,17.07004491948947,0.01836849274857144,0.08216252146548397,26.364327864092097
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,20,20,,,,288000.0,288000.0,24.0,0.0,288024.0,400.0,400.0,cyclic CD sweep,0.25,202,18.796196340681142,1.7445199139402447,0.2366638614496645,28.543231772917373
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,20,20,0.1,0.011995072539089335,32.73499567539264,288000.0,864000.0,48.0,72.0,864120.0,400.0,1200.0,cached full-gradient evaluation,0.7631578947368421,46,17.056812736922712,0.005136310181814707,0.03379252456814752,26.24199735037596
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,20,50,,,,720000.0,720000.0,24.0,0.0,720024.0,1000.0,1000.0,cyclic CD sweep,0.25,202,18.796196340681142,1.7445199139402447,0.23666386144966403,28.543231772917373
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,20,50,0.1,0.011995072539089335,32.7002883932585,720000.0,2160000.0,48.0,72.0,2160120.0,1000.0,3000.0,cached full-gradient evaluation,0.7466666666666667,45,17.05447646522882,0.0028000384879227624,0.03676244063576983,26.138440981379915
IID,5034,0.36030730141157963,8.336756586850287,FedAvg-CD-common,20,100,,,,1440000.0,1440000.0,24.0,0.0,1440024.0,2000.0,2000.0,cyclic CD sweep,0.25,202,18.796196340681142,1.7445199139402447,0.2366638614496641,28.543231772917373
IID,5034,0.36030730141157963,8.336756586850287,FedDualAvg-adapted,20,100,0.1,0.011995072539089335,32.70103250941012,1440000.0,4320000.0,48.0,72.0,4320120.0,2000.0,6000.0,cached full-gradient evaluation,0.7466666666666667,45,17.054465852192486,0.0027894254515885564,0.036835437650448666,26.13802236741216
IID,5034,0.36030730141157963,8.336756586850287,Pooled-common,0,0,,,,,,,,,,,,0.7073170731707317,52,17.051676426740897,0.0,6.3595240185065904e-12,26.0035596717368
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,1,5,,,,72000.0,72000.0,24.0,0.0,72024.0,5.0,5.0,cyclic CD sweep,0.26905829596412556,193,18.657247836044313,1.7544227240944537,0.18922392296346832,27.888011436898655
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,1,5,1.0,0.11717025804215858,34.69368041986661,72000.0,216000.0,48.0,72.0,216120.0,5.0,15.0,cached full-gradient evaluation,0.782608695652174,39,17.627968961805767,0.7251438498559075,0.5199602843555766,31.7124755549388
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,1,10,,,,144000.0,144000.0,24.0,0.0,144024.0,10.0,10.0,cyclic CD sweep,0.26905829596412556,193,18.65243072623696,1.749605614287102,0.1892152374143268,27.878050431957682
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,1,10,1.0,0.11717025804215858,31.512374111055813,144000.0,432000.0,48.0,72.0,432120.0,10.0,30.0,cached full-gradient evaluation,0.8307692307692308,35,17.09826637182023,0.1954412598703712,0.27693337832606957,29.270695271147492
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,1,20,,,,288000.0,288000.0,24.0,0.0,288024.0,20.0,20.0,cyclic CD sweep,0.26905829596412556,193,18.652402241180297,1.7495771292304383,0.18921421604179622,27.877993602809827
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,1,20,1.0,0.11717025804215858,29.293429428025124,288000.0,864000.0,48.0,72.0,864120.0,20.0,60.0,cached full-gradient evaluation,0.875,34,16.92099023675354,0.018165124803680044,0.0818962188074599,27.66136060125241
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,1,50,,,,720000.0,720000.0,24.0,0.0,720024.0,50.0,50.0,cyclic CD sweep,0.26905829596412556,193,18.652402240404555,1.7495771284546962,0.18921421600394356,27.87799360144941
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,1,50,1.0,0.11717025804215858,28.40982797361406,720000.0,2160000.0,48.0,72.0,2160120.0,50.0,150.0,cached full-gradient evaluation,0.8571428571428571,33,16.90287079154054,4.567959068069172e-05,0.0030502510805390237,27.012871542064183
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,1,100,,,,1440000.0,1440000.0,24.0,0.0,1440024.0,100.0,100.0,cyclic CD sweep,0.26905829596412556,193,18.652402240404555,1.7495771284546962,0.18921421600394342,27.87799360144941
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,1,100,1.0,0.11717025804215858,28.372426392784263,1440000.0,4320000.0,48.0,72.0,4320120.0,100.0,300.0,cached full-gradient evaluation,0.8709677419354839,32,16.902826690173217,1.5782233582228855e-06,0.0017995523254215606,26.9826214123831
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,5,5,,,,72000.0,72000.0,24.0,0.0,72024.0,25.0,25.0,cyclic CD sweep,0.29441624365482233,167,18.5683441556527,1.6655190437028402,0.20060270173107553,28.566788378061293
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,5,5,1.0,0.11717025804215858,29.174529461253794,72000.0,216000.0,48.0,72.0,216120.0,25.0,75.0,cached full-gradient evaluation,0.8275862068965517,28,16.917999655842806,0.015174543892946701,0.0552032451299862,27.68722581773409
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,5,10,,,,144000.0,144000.0,24.0,0.0,144024.0,50.0,50.0,cyclic CD sweep,0.29441624365482233,167,18.568344101309034,1.6655189893591746,0.20060268715892615,28.56678818438734
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,5,10,1.0,0.11717025804215858,28.50640580490041,144000.0,432000.0,48.0,72.0,432120.0,50.0,150.0,cached full-gradient evaluation,0.8771929824561403,27,16.905321085643948,0.0024959736940886046,0.024499623043893193,27.15414287896019
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,5,20,,,,288000.0,288000.0,24.0,0.0,288024.0,100.0,100.0,cyclic CD sweep,0.29441624365482233,167,18.56834410130903,1.665518989359171,0.2006026871589236,28.56678818438732
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,5,20,1.0,0.11717025804215858,28.424597188840742,288000.0,864000.0,48.0,72.0,864120.0,100.0,300.0,cached full-gradient evaluation,0.896551724137931,28,16.904725004514198,0.0018998925643387565,0.021212810495042644,27.08208801066166
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,5,50,,,,720000.0,720000.0,24.0,0.0,720024.0,250.0,250.0,cyclic CD sweep,0.29441624365482233,167,18.56834410130903,1.665518989359171,0.2006026871589237,28.566788184387324
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,5,50,0.3,0.03515107741264757,28.383129966048447,720000.0,2160000.0,48.0,72.0,2160120.0,250.0,750.0,cached full-gradient evaluation,0.8852459016393442,31,16.903062360253923,0.00023724830406379738,0.009705541338444645,27.01046374842825
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,5,100,,,,1440000.0,1440000.0,24.0,0.0,1440024.0,500.0,500.0,cyclic CD sweep,0.29441624365482233,167,18.56834410130903,1.665518989359171,0.2006026871589235,28.56678818438732
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,5,100,0.3,0.03515107741264757,28.37623470758841,1440000.0,4320000.0,48.0,72.0,4320120.0,500.0,1500.0,cached full-gradient evaluation,0.8709677419354839,32,16.90306167174794,0.00023655979807912786,0.010574377481046504,27.004538822958548
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,20,5,,,,72000.0,72000.0,24.0,0.0,72024.0,100.0,100.0,cyclic CD sweep,0.29292929292929293,168,18.5989951317857,1.69617001983584,0.2040935814990008,28.609201868528217
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,20,5,1.0,0.11717025804215858,29.006549548202802,72000.0,216000.0,48.0,72.0,216120.0,100.0,300.0,cached full-gradient evaluation,0.8301886792452831,23,16.939483199060682,0.036658087110822635,0.1220968556344838,27.630939654070303
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,20,10,,,,144000.0,144000.0,24.0,0.0,144024.0,200.0,200.0,cyclic CD sweep,0.29292929292929293,168,18.5989951317857,1.69617001983584,0.20409358149900025,28.60920186852821
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,20,10,0.3,0.03515107741264757,28.515300470155964,144000.0,432000.0,48.0,72.0,432120.0,200.0,600.0,cached full-gradient evaluation,0.8771929824561403,27,16.90678895581886,0.003963843869001948,0.03830816876430698,27.17609729434461
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,20,20,,,,288000.0,288000.0,24.0,0.0,288024.0,400.0,400.0,cyclic CD sweep,0.29292929292929293,168,18.5989951317857,1.69617001983584,0.20409358149900014,28.60920186852821
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,20,20,0.3,0.03515107741264757,28.453283777538193,288000.0,864000.0,48.0,72.0,864120.0,400.0,1200.0,cached full-gradient evaluation,0.8771929824561403,27,16.906120443809137,0.0032953318592774394,0.03601811647311548,27.117115059530466
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,20,50,,,,720000.0,720000.0,24.0,0.0,720024.0,1000.0,1000.0,cyclic CD sweep,0.29292929292929293,168,18.5989951317857,1.69617001983584,0.20409358149900014,28.609201868528213
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,20,50,0.1,0.011717025804215858,28.380488658909087,720000.0,2160000.0,48.0,72.0,2160120.0,1000.0,3000.0,cached full-gradient evaluation,0.9,30,16.903391583497836,0.0005664715479767324,0.017605895283367923,27.02517446396187
IID,5035,0.42926242964820993,8.534589039141604,FedAvg-CD-common,20,100,,,,1440000.0,1440000.0,24.0,0.0,1440024.0,2000.0,2000.0,cyclic CD sweep,0.29292929292929293,168,18.5989951317857,1.69617001983584,0.20409358149900036,28.60920186852821
IID,5035,0.42926242964820993,8.534589039141604,FedDualAvg-adapted,20,100,0.1,0.011717025804215858,28.378220142529024,1440000.0,4320000.0,48.0,72.0,4320120.0,2000.0,6000.0,cached full-gradient evaluation,0.9,30,16.90339026937683,0.000565157426969165,0.017492524666973708,27.022822825813574
IID,5035,0.42926242964820993,8.534589039141604,Pooled-common,0,0,,,,,,,,,,,,0.8571428571428571,33,16.90282511194986,0.0,1.327465914968684e-12,26.98236633999819
IID,5036,0.3669722599869383,8.374290813044627,FedAvg-CD-common,1,5,,,,72000.0,72000.0,24.0,0.0,72024.0,5.0,5.0,cyclic CD sweep,0.19141914191419143,273,21.40049327962526,2.3127333530494276,0.207344057929428,34.09228599645221
IID,5036,0.3669722599869383,8.374290813044627,FedDualAvg-adapted,1,5,1.0,0.1194130968609665,38.107986048273915,72000.0,216000.0,48.0,72.0,216120.0,5.0,15.0,cached full-gradient evaluation,0.47863247863247865,87,20.114512433908608,1.0267525073327768,0.44541993881544273,38.43991262032801
IID,5036,0.3669722599869383,8.374290813044627,FedAvg-CD-common,1,10,,,,144000.0,144000.0,24.0,0.0,144024.0,10.0,10.0,cyclic CD sweep,0.19078947368421054,274,21.395933945489965,2.3081740189141335,0.20475181534798437,34.07576902440564
IID,5036,0.3669722599869383,8.374290813044627,FedDualAvg-adapted,1,10,1.0,0.1194130968609665,35.11108209469539,144000.0,432000.0,48.0,72.0,432120.0,10.0,30.0,cached full-gradient evaluation,0.5544554455445545,71,19.38306663935421,0.2953067127783804,0.23318531721818725,34.75572323329833
IID,5036,0.3669722599869383,8.374290813044627,FedAvg-CD-common,1,20,,,,288000.0,288000.0,24.0,0.0,288024.0,20.0,20.0,cyclic CD sweep,0.19078947368421054,274,21.395923166392258,2.3081632398164267,0.20474762625138032,34.07571923687355
IID,5036,0.3669722599869383,8.374290813044627,FedDualAvg-adapted,1,20,1.0,0.1194130968609665,33.101387127729595,288000.0,864000.0,48.0,72.0,864120.0,20.0,60.0,cached full-gradient evaluation,0.6170212765957447,64,19.121882481476156,0.034122554900324786,0.08015356673837337,32.27858194278159
IID,5036,0.3669722599869383,8.374290813044627,FedAvg-CD-common,1,50,,,,720000.0,720000.0,24.0,0.0,720024.0,50.0,50.0,cyclic CD sweep,0.19078947368421054,274,21.395923173145654,2.3081632465698227,0.2047476289164798,34.07571925432017
IID,5036,0.3669722599869383,8.374290813044627,FedDualAvg-adapted,1,50,1.0,0.1194130968609665,32.19718043401589,720000.0,2160000.0,48.0,72.0,2160120.0,50.0,150.0,cached full-gradient evaluation,0.6666666666666666,57,19.087989977551562,0.00023005097573047806,0.006384995368889701,31.22540567583265
IID,5036,0.3669722599869383,8.374290813044627,FedAvg-CD-common,1,100,,,,1440000.0,1440000.0,24.0,0.0,1440024.0,100.0,100.0,cyclic CD sweep,0.19078947368421054,274,21.395923173145654,2.3081632465698227,0.2047476289164799,34.07571925432017
