active,TP,FP,FN,TN,precision,recall,F1,jaccard,method,E,rounds,local_epochs,upload_kib,coef_err,test_mse,lam,scenario,rep,final_obj,tau
26,16,10,14,560,0.6153846153846154,0.5333333333333333,0.5714285714285715,0.4,FedAvg-ST,3.0,10.0,27.0,140.625,3.662427053964204,35.19714069337283,0.4113905251908767,Correlated,3039,18.62181804181065,0.1396781578373105
235,26,209,4,361,0.1106382978723404,0.8666666666666667,0.1962264150943396,0.1087866108786611,FedAvg,5.0,8.0,40.0,112.5,3.296400977049024,31.818904319801284,0.4113905251908767,Correlated,3039,20.50735391796604,
40,18,22,12,548,0.45,0.6,0.5142857142857143,0.3461538461538461,FedAvg-ST,5.0,9.0,40.0,126.5625,3.601928743359093,34.633923001146044,0.4113905251908767,Correlated,3039,18.568146897632936,0.1116316085547598
228,26,202,4,368,0.1140350877192982,0.8666666666666667,0.2015503875968992,0.1120689655172413,FedAvg,8.0,8.0,64.0,112.5,3.29394688937128,31.82885936278601,0.4113905251908767,Correlated,3039,20.45910713889216,
42,18,24,12,546,0.4285714285714285,0.6,0.5,0.3333333333333333,FedAvg-ST,8.0,9.0,64.0,126.5625,3.5982996484343475,34.63092428021761,0.4113905251908767,Correlated,3039,18.562954004257296,0.1116316085547598
226,26,200,4,370,0.1150442477876106,0.8666666666666667,0.203125,0.1130434782608695,FedAvg,10.0,7.0,70.0,98.4375,3.2916153010877847,31.827121333885334,0.4113905251908767,Correlated,3039,20.43716117594056,
42,18,24,12,546,0.4285714285714285,0.6,0.5,0.3333333333333333,FedAvg-ST,10.0,8.0,70.0,112.5,3.594991021534612,34.60112559406263,0.4113905251908767,Correlated,3039,18.55824569925621,0.1116316085547598
222,26,196,4,374,0.1171171171171171,0.8666666666666667,0.2063492063492063,0.1150442477876106,FedAvg,15.0,6.0,90.0,84.375,3.287174582406429,31.81925196522778,0.4113905251908767,Correlated,3039,20.411532043596683,
41,18,23,12,547,0.4390243902439024,0.6,0.5070422535211268,0.3396226415094339,FedAvg-ST,15.0,7.0,90.0,98.4375,3.588904132218073,34.538127701457604,0.4113905251908767,Correlated,3039,18.54968169861768,0.1116316085547598
218,26,192,4,378,0.1192660550458715,0.8666666666666667,0.2096774193548387,0.1171171171171171,FedAvg,20.0,5.0,100.0,70.3125,3.2847812749465324,31.814326687015143,0.4113905251908767,Correlated,3039,20.397068282669657,
40,18,22,12,548,0.45,0.6,0.5142857142857143,0.3461538461538461,FedAvg-ST,20.0,6.0,100.0,84.375,3.5852454276182675,34.50074854763214,0.4113905251908767,Correlated,3039,18.543334978896127,0.1116316085547598
72,30,42,0,528,0.4166666666666667,1.0,0.5882352941176471,0.4166666666666667,Pooled,,,,,2.1383962681976967,23.189480515433853,0.2684210808034622,Correlated,3040,,
78,26,52,4,518,0.3333333333333333,0.8666666666666667,0.4814814814814814,0.3170731707317073,Local-only,,0.0,,0.0,2.922260665230745,26.33370426514763,0.3142167342316515,Correlated,3040,,
259,30,229,0,341,0.1158301158301158,1.0,0.2076124567474048,0.1158301158301158,One-shot,,1.0,,14.0625,2.7187535998813392,25.537778340280408,0.2443740901220348,Correlated,3040,,
82,30,52,0,518,0.3658536585365853,1.0,0.5357142857142857,0.3658536585365853,ADMM,,114.0,,1603.125,2.0835330692751945,22.944539078346427,0.2443740901220348,Correlated,3040,,
443,30,413,0,157,0.0677200902934537,1.0,0.1268498942917547,0.0677200902934537,FedAvg,1.0,19.0,19.0,267.1875,2.5120492805072603,25.259833436795383,0.2443740901220348,Correlated,3040,17.016412595776064,
24,19,5,11,565,0.7916666666666666,0.6333333333333333,0.7037037037037038,0.5428571428571428,FedAvg-ST,1.0,20.0,19.0,281.25,3.061540724363522,28.4587142228586,0.2443740901220348,Correlated,3040,15.847235940083069,0.2033736274035225
404,30,374,0,196,0.0742574257425742,1.0,0.1382488479262672,0.0742574257425742,FedAvg,2.0,13.0,26.0,182.8125,2.5631419056581404,25.186196494300145,0.2443740901220348,Correlated,3040,16.598717980104226,
30,22,8,8,562,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.5789473684210527,FedAvg-ST,2.0,14.0,26.0,196.875,3.018620687691915,28.07899413090688,0.2443740901220348,Correlated,3040,15.793912473432606,0.1625374039591411
356,30,326,0,244,0.0842696629213483,1.0,0.155440414507772,0.0842696629213483,FedAvg,3.0,10.0,30.0,140.625,2.584287651275975,25.2129105495166,0.2443740901220348,Correlated,3040,16.479583399589536,
30,22,8,8,562,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.5789473684210527,FedAvg-ST,3.0,11.0,30.0,154.6875,3.045605385862748,28.208664902073405,0.2443740901220348,Correlated,3040,15.841749821534346,0.1625374039591411
328,30,298,0,272,0.0914634146341463,1.0,0.1675977653631284,0.0914634146341463,FedAvg,5.0,9.0,45.0,126.5625,2.62120753017654,25.26983275977688,0.2443740901220348,Correlated,3040,16.418787849581868,
31,22,9,8,561,0.7096774193548387,0.7333333333333333,0.7213114754098361,0.5641025641025641,FedAvg-ST,5.0,10.0,45.0,140.625,3.07989009271524,28.36451966043126,0.2443740901220348,Correlated,3040,15.886775360036204,0.1625374039591411
302,30,272,0,298,0.0993377483443708,1.0,0.180722891566265,0.0993377483443708,FedAvg,8.0,9.0,72.0,126.5625,2.647971665194228,25.353542279908037,0.2443740901220348,Correlated,3040,16.41558658795537,
31,23,8,7,562,0.7419354838709677,0.7666666666666667,0.7540983606557377,0.6052631578947368,FedAvg-ST,8.0,10.0,72.0,140.625,3.1134623248104694,28.563236630820786,0.2443740901220348,Correlated,3040,15.948495547223034,0.1625374039591411
301,30,271,0,299,0.0996677740863787,1.0,0.1812688821752265,0.0996677740863787,FedAvg,10.0,8.0,80.0,112.5,2.660509503672631,25.391973513669523,0.2443740901220348,Correlated,3040,16.43095338721496,
31,23,8,7,562,0.7419354838709677,0.7666666666666667,0.7540983606557377,0.6052631578947368,FedAvg-ST,10.0,9.0,80.0,126.5625,3.127448915530535,28.661525249333515,0.2443740901220348,Correlated,3040,15.972676034885009,0.1625374039591411
289,30,259,0,311,0.1038062283737024,1.0,0.1880877742946708,0.1038062283737024,FedAvg,15.0,8.0,120.0,112.5,2.683086746209419,25.44760926393363,0.2443740901220348,Correlated,3040,16.46350021532597,
31,23,8,7,562,0.7419354838709677,0.7666666666666667,0.7540983606557377,0.6052631578947368,FedAvg-ST,15.0,9.0,120.0,126.5625,3.1448962504541043,28.77935882137809,0.2443740901220348,Correlated,3040,16.008818253987407,0.1625374039591411
285,30,255,0,315,0.1052631578947368,1.0,0.1904761904761905,0.1052631578947368,FedAvg,20.0,8.0,160.0,112.5,2.6934619014224648,25.4813279863054,0.2443740901220348,Correlated,3040,16.50395311529844,
49,24,25,6,545,0.4897959183673469,0.8,0.6075949367088609,0.4363636363636363,FedAvg-ST,20.0,9.0,160.0,126.5625,3.026009850333667,27.97345213728252,0.2443740901220348,Correlated,3040,15.751480195632142,0.1299008530410834
105,28,77,2,493,0.2666666666666666,0.9333333333333332,0.4148148148148148,0.2616822429906542,Pooled,,,,,2.1219085856505777,27.887049698801864,0.2227714296414629,Correlated,3041,,
93,24,69,6,501,0.2580645161290322,0.8,0.3902439024390244,0.2424242424242424,Local-only,,0.0,,0.0,3.36853054640684,33.24170350603267,0.325674784500443,Correlated,3041,,
125,25,100,5,470,0.2,0.8333333333333334,0.3225806451612903,0.1923076923076923,One-shot,,1.0,,14.0625,3.6206754134317736,35.30782560969045,0.6768815867196315,Correlated,3041,,
22,21,1,9,569,0.9545454545454546,0.7,0.8076923076923077,0.6774193548387096,ADMM,,67.0,,942.1875,3.541223877206231,36.00747376755165,0.6768815867196315,Correlated,3041,,
174,26,148,4,422,0.1494252873563218,0.8666666666666667,0.2549019607843137,0.146067415730337,FedAvg,1.0,14.0,14.0,196.875,3.671506939561763,35.49563454023694,0.6768815867196315,Correlated,3041,25.472473224061936,
62,20,42,10,528,0.3225806451612903,0.6666666666666666,0.4347826086956521,0.2777777777777778,FedAvg-ST,1.0,15.0,14.0,210.9375,3.8667662352025576,37.8363079955907,0.6768815867196315,Correlated,3041,22.72534144885761,0.0749342446794897
147,25,122,5,448,0.1700680272108843,0.8333333333333334,0.2824858757062146,0.1644736842105263,FedAvg,2.0,9.0,18.0,126.5625,3.628250457993884,35.3869684942731,0.6768815867196315,Correlated,3041,24.86063083009152,
49,20,29,10,541,0.4081632653061224,0.6666666666666666,0.5063291139240507,0.3389830508474576,FedAvg-ST,2.0,10.0,18.0,140.625,3.890720344561141,38.21745010488516,0.6768815867196315,Correlated,3041,22.404887055660915,0.0937608746417649
130,25,105,5,465,0.1923076923076923,0.8333333333333334,0.3125,0.1851851851851851,FedAvg,3.0,7.0,21.0,98.4375,3.620371105619893,35.334916858948944,0.6768815867196315,Correlated,3041,24.775494488794543,
50,20,30,10,540,0.4,0.6666666666666666,0.5,0.3333333333333333,FedAvg-ST,3.0,8.0,21.0,112.5,3.88340226647016,38.11441499444288,0.6768815867196315,Correlated,3041,22.38081872422869,0.0937608746417649
127,25,102,5,468,0.1968503937007874,0.8333333333333334,0.3184713375796178,0.1893939393939394,FedAvg,5.0,5.0,25.0,70.3125,3.620532369408034,35.3162599249044,0.6768815867196315,Correlated,3041,24.76241825130556,
49,19,30,11,540,0.3877551020408163,0.6333333333333333,0.4810126582278481,0.3166666666666666,FedAvg-ST,5.0,6.0,25.0,84.375,3.8842478832769447,38.10658444154459,0.6768815867196315,Correlated,3041,22.375461721335448,0.0937608746417649
125,25,100,5,470,0.2,0.8333333333333334,0.3225806451612903,0.1923076923076923,FedAvg,8.0,4.0,32.0,56.25,3.6208482678720975,35.30951576140456,0.6768815867196315,Correlated,3041,24.763077940975823,
48,19,29,11,541,0.3958333333333333,0.6333333333333333,0.4871794871794872,0.3220338983050847,FedAvg-ST,8.0,5.0,32.0,70.3125,3.8851498564065454,38.11235449800307,0.6768815867196315,Correlated,3041,22.374125293189348,0.0937608746417649
125,25,100,5,470,0.2,0.8333333333333334,0.3225806451612903,0.1923076923076923,FedAvg,10.0,4.0,40.0,56.25,3.620787781356936,35.308329348941584,0.6768815867196315,Correlated,3041,24.76263225091128,
48,19,29,11,541,0.3958333333333333,0.6333333333333333,0.4871794871794872,0.3220338983050847,FedAvg-ST,10.0,5.0,40.0,70.3125,3.885223088557197,38.11282588794904,0.6768815867196315,Correlated,3041,22.373817234994217,0.0937608746417649
125,25,100,5,470,0.2,0.8333333333333334,0.3225806451612903,0.1923076923076923,FedAvg,15.0,3.0,45.0,42.1875,3.620688845014823,35.30783713800332,0.6768815867196315,Correlated,3041,24.7621429022134,
48,19,29,11,541,0.3958333333333333,0.6333333333333333,0.4871794871794872,0.3220338983050847,FedAvg-ST,15.0,4.0,45.0,56.25,3.885232697070312,38.11287318433272,0.6768815867196315,Correlated,3041,22.37361594982687,0.0937608746417649
125,25,100,5,470,0.2,0.8333333333333334,0.3225806451612903,0.1923076923076923,FedAvg,20.0,3.0,60.0,42.1875,3.620677245021695,35.30782618468492,0.6768815867196315,Correlated,3041,24.76208415210268,
48,19,29,11,541,0.3958333333333333,0.6333333333333333,0.4871794871794872,0.3220338983050847,FedAvg-ST,20.0,4.0,60.0,56.25,3.885232261045555,38.11286665391776,0.6768815867196315,Correlated,3041,22.373606933668224,0.0937608746417649
125,29,96,1,474,0.232,0.9666666666666668,0.3741935483870967,0.2301587301587301,Pooled,,,,,2.200238647687798,26.053396748814126,0.2143309258193057,Correlated,3042,,
123,26,97,4,473,0.2113821138211382,0.8666666666666667,0.3398692810457516,0.2047244094488189,Local-only,,0.0,,0.0,3.3234845622146554,30.817491136901012,0.2763410905611322,Correlated,3042,,
163,28,135,2,435,0.1717791411042944,0.9333333333333332,0.2901554404145077,0.1696969696969697,One-shot,,1.0,,14.0625,3.478532141299333,32.0864569857859,0.5461756180299033,Correlated,3042,,
31,24,7,6,563,0.7741935483870968,0.8,0.7868852459016393,0.6486486486486487,ADMM,,88.0,,1237.5,3.3268169676695463,31.67268713871884,0.5461756180299033,Correlated,3042,,
180,29,151,1,419,0.1611111111111111,0.9666666666666668,0.2761904761904762,0.1602209944751381,FedAvg,1.0,16.0,16.0,225.0,3.482161717762152,31.944660568194585,0.5461756180299033,Correlated,3042,23.67031337684452,
63,27,36,3,534,0.4285714285714285,0.9,0.5806451612903225,0.4090909090909091,FedAvg-ST,1.0,17.0,16.0,239.0625,3.736227399052839,34.41892395090561,0.5461756180299033,Correlated,3042,21.81685384221453,0.0756556311461634
170,28,142,2,428,0.1647058823529411,0.9333333333333332,0.2799999999999999,0.1627906976744186,FedAvg,2.0,9.0,18.0,126.5625,3.4628249139490936,31.98046992512928,0.5461756180299033,Correlated,3042,23.504243428717636,
60,25,35,5,535,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.3846153846153846,FedAvg-ST,2.0,10.0,18.0,140.625,3.71530064789776,34.39334057162058,0.5461756180299033,Correlated,3042,21.80474116860632,0.0756556311461634
169,28,141,2,429,0.165680473372781,0.9333333333333332,0.2814070351758794,0.1637426900584795,FedAvg,3.0,8.0,24.0,112.5,3.4751974743470178,32.060977076227324,0.5461756180299033,Correlated,3042,23.535852893773395,
49,23,26,7,544,0.4693877551020408,0.7666666666666667,0.5822784810126582,0.4107142857142857,FedAvg-ST,3.0,9.0,24.0,126.5625,3.78920850303807,34.99391513663367,0.5461756180299033,Correlated,3042,21.786355683363794,0.0946635036915319
163,28,135,2,435,0.1717791411042944,0.9333333333333332,0.2901554404145077,0.1696969696969697,FedAvg,5.0,6.0,30.0,84.375,3.4799981752852376,32.076319128408386,0.5461756180299033,Correlated,3042,23.548718673638955,
49,23,26,7,544,0.4693877551020408,0.7666666666666667,0.5822784810126582,0.4107142857142857,FedAvg-ST,5.0,7.0,30.0,98.4375,3.788405681931133,34.945257172543336,0.5461756180299033,Correlated,3042,21.80747169711571,0.0946635036915319
164,28,136,2,434,0.1707317073170731,0.9333333333333332,0.288659793814433,0.1686746987951807,FedAvg,8.0,5.0,40.0,70.3125,3.4781058720385927,32.07786934417235,0.5461756180299033,Correlated,3042,23.548627298304865,
50,23,27,7,543,0.46,0.7666666666666667,0.575,0.4035087719298245,FedAvg-ST,8.0,6.0,40.0,84.375,3.787131066581467,34.928476277697044,0.5461756180299033,Correlated,3042,21.811422725779384,0.0946635036915319
163,28,135,2,435,0.1717791411042944,0.9333333333333332,0.2901554404145077,0.1696969696969697,FedAvg,10.0,4.0,40.0,56.25,3.4779735801944893,32.08093469896111,0.5461756180299033,Correlated,3042,23.54908730530576,
50,23,27,7,543,0.46,0.7666666666666667,0.575,0.4035087719298245,FedAvg-ST,10.0,5.0,40.0,70.3125,3.787161022254235,34.92724991110616,0.5461756180299033,Correlated,3042,21.81190599983236,0.0946635036915319
163,28,135,2,435,0.1717791411042944,0.9333333333333332,0.2901554404145077,0.1696969696969697,FedAvg,15.0,3.0,45.0,42.1875,3.478344348538979,32.08525983764863,0.5461756180299033,Correlated,3042,23.55055897198429,
50,23,27,7,543,0.46,0.7666666666666667,0.575,0.4035087719298245,FedAvg-ST,15.0,4.0,45.0,56.25,3.787621304747135,34.92944682939308,0.5461756180299033,Correlated,3042,21.81274855674065,0.0946635036915319
163,28,135,2,435,0.1717791411042944,0.9333333333333332,0.2901554404145077,0.1696969696969697,FedAvg,20.0,3.0,60.0,42.1875,3.4784950780940407,32.08625896805187,0.5461756180299033,Correlated,3042,23.55091843619977,
50,23,27,7,543,0.46,0.7666666666666667,0.575,0.4035087719298245,FedAvg-ST,20.0,4.0,60.0,56.25,3.787773095324954,34.93034549838398,0.5461756180299033,Correlated,3042,21.81298861601184,0.0946635036915319
112,28,84,2,486,0.25,0.9333333333333332,0.3943661971830985,0.2456140350877192,Pooled,,,,,2.002565911460384,23.696164604880224,0.2087371428340541,Correlated,3043,,
97,26,71,4,499,0.268041237113402,0.8666666666666667,0.4094488188976378,0.2574257425742574,Local-only,,0.0,,0.0,2.6197273842912123,25.705884120375924,0.2863248291639121,Correlated,3043,,
155,27,128,3,442,0.1741935483870967,0.9,0.2918918918918918,0.170886075949367,One-shot,,1.0,,14.0625,2.990863742579653,27.61638690754477,0.4719565942981139,Correlated,3043,,
31,24,7,6,563,0.7741935483870968,0.8,0.7868852459016393,0.6486486486486487,ADMM,,92.0,,1293.75,2.736122336923226,26.86127048354916,0.4719565942981139,Correlated,3043,,
205,27,178,3,392,0.1317073170731707,0.9,0.2297872340425532,0.1298076923076923,FedAvg,1.0,14.0,14.0,196.875,2.961745541349631,27.578997833661823,0.4719565942981139,Correlated,3043,18.8574699295754,
45,24,21,6,549,0.5333333333333333,0.8,0.64,0.4705882352941176,FedAvg-ST,1.0,15.0,14.0,210.9375,3.285624965027289,30.32918685149952,0.4719565942981139,Correlated,3043,17.092595993715054,0.1023513652969792
172,27,145,3,425,0.1569767441860465,0.9,0.2673267326732673,0.1542857142857142,FedAvg,2.0,9.0,18.0,126.5625,2.9596643531745954,27.564341104285585,0.4719565942981139,Correlated,3043,18.60478143825574,
43,22,21,8,549,0.5116279069767442,0.7333333333333333,0.6027397260273971,0.4313725490196078,FedAvg-ST,2.0,10.0,18.0,140.625,3.303607663531692,30.41122254671758,0.4719565942981139,Correlated,3043,17.14247953202649,0.1023513652969792
162,27,135,3,435,0.1666666666666666,0.9,0.28125,0.1636363636363636,FedAvg,3.0,7.0,21.0,98.4375,2.969957564358199,27.575252101698016,0.4719565942981139,Correlated,3043,18.628194039492183,
46,22,24,8,546,0.4782608695652174,0.7333333333333333,0.5789473684210527,0.4074074074074074,FedAvg-ST,3.0,8.0,21.0,112.5,3.3080321682520752,30.412072783848576,0.4719565942981139,Correlated,3043,17.163966119749716,0.1023513652969792
156,27,129,3,441,0.173076923076923,0.9,0.2903225806451613,0.1698113207547169,FedAvg,5.0,5.0,25.0,70.3125,2.9831126798130274,27.60654497843034,0.4719565942981139,Correlated,3043,18.65382081515795,
47,22,25,8,545,0.4680851063829787,0.7333333333333333,0.5714285714285714,0.4,FedAvg-ST,5.0,6.0,25.0,84.375,3.3146178891864446,30.406286042551024,0.4719565942981139,Correlated,3043,17.185098642786706,0.1023513652969792
155,27,128,3,442,0.1741935483870967,0.9,0.2918918918918918,0.170886075949367,FedAvg,8.0,4.0,32.0,56.25,2.9886139130571614,27.611168037595657,0.4719565942981139,Correlated,3043,18.66358284072916,
47,22,25,8,545,0.4680851063829787,0.7333333333333333,0.5714285714285714,0.4,FedAvg-ST,8.0,5.0,32.0,70.3125,3.318867444766377,30.41052000021501,0.4719565942981139,Correlated,3043,17.1921236812352,0.1023513652969792
155,27,128,3,442,0.1741935483870967,0.9,0.2918918918918918,0.170886075949367,FedAvg,10.0,4.0,40.0,56.25,2.989821300068688,27.61378029242177,0.4719565942981139,Correlated,3043,18.663658583541604,
47,22,25,8,545,0.4680851063829787,0.7333333333333333,0.5714285714285714,0.4,FedAvg-ST,10.0,5.0,40.0,70.3125,3.319972211526798,30.413906971802668,0.4719565942981139,Correlated,3043,17.193176654618814,0.1023513652969792
155,27,128,3,442,0.1741935483870967,0.9,0.2918918918918918,0.170886075949367,FedAvg,15.0,3.0,45.0,42.1875,2.990724736477109,27.6159982450771,0.4719565942981139,Correlated,3043,18.66388490991593,
47,22,25,8,545,0.4680851063829787,0.7333333333333333,0.5714285714285714,0.4,FedAvg-ST,15.0,4.0,45.0,56.25,3.32079187820156,30.41722731448345,0.4719565942981139,Correlated,3043,17.19381675591504,0.1023513652969792
155,27,128,3,442,0.1741935483870967,0.9,0.2918918918918918,0.170886075949367,FedAvg,20.0,3.0,60.0,42.1875,2.990847581148324,27.616337596972954,0.4719565942981139,Correlated,3043,18.663963257006387,
47,22,25,8,545,0.4680851063829787,0.7333333333333333,0.5714285714285714,0.4,FedAvg-ST,20.0,4.0,60.0,56.25,3.3209012579598136,30.41775282961749,0.4719565942981139,Correlated,3043,17.193893141873556,0.1023513652969792
173,29,144,1,426,0.1676300578034682,0.9666666666666668,0.2857142857142857,0.1666666666666666,Pooled,,,,,2.3320509528616937,23.289428452585543,0.1382415638100025,Correlated,3044,,
142,27,115,3,455,0.1901408450704225,0.9,0.3139534883720929,0.1862068965517241,Local-only,,0.0,,0.0,2.994067105724895,25.96501775108825,0.2267699022758905,Correlated,3044,,
216,29,187,1,383,0.1342592592592592,0.9666666666666668,0.2357723577235772,0.1336405529953917,One-shot,,1.0,,14.0625,3.260440780839049,26.86350465688834,0.3823678269616281,Correlated,3044,,
41,24,17,6,553,0.5853658536585366,0.8,0.676056338028169,0.5106382978723404,ADMM,,91.0,,1279.6875,2.8741945122840287,26.120196558876668,0.3823678269616281,Correlated,3044,,
281,29,252,1,318,0.1032028469750889,0.9666666666666668,0.1864951768488746,0.1028368794326241,FedAvg,1.0,16.0,16.0,225.0,3.219174360108669,26.663712205007226,0.3823678269616281,Correlated,3044,18.64864791044163,
64,25,39,5,531,0.390625,0.8333333333333334,0.5319148936170213,0.3623188405797101,FedAvg-ST,1.0,17.0,16.0,239.0625,3.4416957697978776,28.945123494257214,0.3823678269616281,Correlated,3044,16.71336486047958,0.082922602646042
244,30,214,0,356,0.1229508196721311,1.0,0.218978102189781,0.1229508196721311,FedAvg,2.0,10.0,20.0,140.625,3.2110822202653635,26.66113517628293,0.3823678269616281,Correlated,3044,18.323109949464843,
46,23,23,7,547,0.5,0.7666666666666667,0.605263157894737,0.4339622641509434,FedAvg-ST,2.0,11.0,20.0,154.6875,3.524151436407648,29.610627810510124,0.3823678269616281,Correlated,3044,16.792553964012757,0.1037562436896425
237,29,208,1,362,0.1223628691983122,0.9666666666666668,0.2172284644194757,0.1218487394957983,FedAvg,3.0,8.0,24.0,112.5,3.2346959891157576,26.818786529316625,0.3823678269616281,Correlated,3044,18.3034874832268,
46,23,23,7,547,0.5,0.7666666666666667,0.605263157894737,0.4339622641509434,FedAvg-ST,3.0,9.0,24.0,126.5625,3.5461677539325094,29.726886538502,0.3823678269616281,Correlated,3044,16.825817803867963,0.1037562436896425
228,29,199,1,371,0.1271929824561403,0.9666666666666668,0.2248062015503876,0.1266375545851528,FedAvg,5.0,7.0,35.0,98.4375,3.252123944532025,26.871738300629165,0.3823678269616281,Correlated,3044,18.310959002730623,
46,23,23,7,547,0.5,0.7666666666666667,0.605263157894737,0.4339622641509434,FedAvg-ST,5.0,8.0,35.0,112.5,3.563820887396405,29.778719669806694,0.3823678269616281,Correlated,3044,16.856600616577726,0.1037562436896425
218,29,189,1,381,0.1330275229357798,0.9666666666666668,0.2338709677419354,0.1324200913242009,FedAvg,8.0,5.0,40.0,70.3125,3.2618189951189644,26.876242652671404,0.3823678269616281,Correlated,3044,18.32501454446892,
46,23,23,7,547,0.5,0.7666666666666667,0.605263157894737,0.4339622641509434,FedAvg-ST,8.0,6.0,40.0,84.375,3.572449633787885,29.786305763049004,0.3823678269616281,Correlated,3044,16.86648833549191,0.1037562436896425
217,29,188,1,382,0.1336405529953917,0.9666666666666668,0.2348178137651821,0.1330275229357798,FedAvg,10.0,5.0,50.0,70.3125,3.26339711293164,26.8781394677817,0.3823678269616281,Correlated,3044,18.3284600482336,
47,23,24,7,546,0.4893617021276595,0.7666666666666667,0.5974025974025974,0.4259259259259259,FedAvg-ST,10.0,6.0,50.0,84.375,3.574683692794296,29.792202781012747,0.3823678269616281,Correlated,3044,16.869578693084907,0.1037562436896425
215,29,186,1,384,0.1348837209302325,0.9666666666666668,0.236734693877551,0.1342592592592592,FedAvg,15.0,4.0,60.0,56.25,3.26176190133054,26.868523968456124,0.3823678269616281,Correlated,3044,18.329650498816125,
48,23,25,7,545,0.4791666666666667,0.7666666666666667,0.5897435897435898,0.4181818181818181,FedAvg-ST,15.0,5.0,60.0,70.3125,3.574692655158893,29.79180614053993,0.3823678269616281,Correlated,3044,16.87054602003635,0.1037562436896425
214,29,185,1,385,0.1355140186915887,0.9666666666666668,0.2377049180327869,0.1348837209302325,FedAvg,20.0,3.0,60.0,42.1875,3.260912634028374,26.865292080054303,0.3823678269616281,Correlated,3044,18.328338761423208,
49,23,26,7,544,0.4693877551020408,0.7666666666666667,0.5822784810126582,0.4107142857142857,FedAvg-ST,20.0,4.0,60.0,56.25,3.5743755324050475,29.79109169967119,0.3823678269616281,Correlated,3044,16.87027082114834,0.1037562436896425
109,28,81,2,489,0.2568807339449541,0.9333333333333332,0.4028776978417266,0.2522522522522522,Pooled,,,,,2.3814962679306704,30.254942092035296,0.2387990484440745,Correlated,3045,,
151,25,126,5,444,0.1655629139072847,0.8333333333333334,0.2762430939226519,0.1602564102564102,Local-only,,0.0,,0.0,3.3902468639547627,36.025734970101446,0.2157718903281013,Correlated,3045,,
277,29,248,1,322,0.1046931407942238,0.9666666666666668,0.1889250814332247,0.1043165467625899,One-shot,,1.0,,14.0625,3.2197852131358724,33.983980432068805,0.3110141462139059,Correlated,3045,,
84,28,56,2,514,0.3333333333333333,0.9333333333333332,0.4912280701754386,0.3255813953488372,ADMM,,114.0,,1603.125,2.449577997799905,30.59190690106205,0.3110141462139059,Correlated,3045,,
444,29,415,1,155,0.0653153153153153,0.9666666666666668,0.1223628691983122,0.0651685393258427,FedAvg,1.0,24.0,24.0,337.5,3.0603220654293177,33.29197877515825,0.3110141462139059,Correlated,3045,23.052239846868986,
87,27,60,3,510,0.3103448275862069,0.9,0.4615384615384615,0.3,FedAvg-ST,1.0,25.0,24.0,351.5625,3.181319133154977,34.347443078028014,0.3110141462139059,Correlated,3045,20.326903615582115,0.1055976750664011
410,29,381,1,189,0.0707317073170731,0.9666666666666668,0.1318181818181818,0.0705596107055961,FedAvg,2.0,15.0,30.0,210.9375,3.136877520615048,33.42748506576144,0.3110141462139059,Correlated,3045,22.713969444696517,
86,27,59,3,511,0.313953488372093,0.9,0.4655172413793103,0.3033707865168539,FedAvg-ST,2.0,16.0,30.0,225.0,3.2811550110521592,34.75429900885036,0.3110141462139059,Correlated,3045,20.432597723386003,0.1055976750664011
379,29,350,1,220,0.0765171503957783,0.9666666666666668,0.1418092909535452,0.0763157894736842,FedAvg,3.0,11.0,33.0,154.6875,3.1670417494133027,33.57331193263699,0.3110141462139059,Correlated,3045,22.494750837073884,
82,25,57,5,513,0.3048780487804878,0.8333333333333334,0.4464285714285714,0.2873563218390804,FedAvg-ST,3.0,12.0,33.0,168.75,3.320690744370164,35.03769130203454,0.3110141462139059,Correlated,3045,20.47558746116536,0.1055976750664011
329,28,301,2,269,0.0851063829787234,0.9333333333333332,0.1559888579387187,0.0845921450151057,FedAvg,5.0,9.0,45.0,126.5625,3.172078401744777,33.59942661749938,0.3110141462139059,Correlated,3045,22.266665257582048,
76,25,51,5,519,0.3289473684210526,0.8333333333333334,0.4716981132075471,0.3086419753086419,FedAvg-ST,5.0,10.0,45.0,140.625,3.34180143451945,35.1704590693222,0.3110141462139059,Correlated,3045,20.517145447308536,0.1055976750664011
307,28,279,2,291,0.0912052117263843,0.9333333333333332,0.1661721068249257,0.0906148867313915,FedAvg,8.0,8.0,64.0,112.5,3.1838671205129723,33.66143000865564,0.3110141462139059,Correlated,3045,22.19376553071175,
69,24,45,6,525,0.3478260869565217,0.8,0.4848484848484848,0.32,FedAvg-ST,8.0,9.0,64.0,126.5625,3.35774432809628,35.24111165294658,0.3110141462139059,Correlated,3045,20.553063873795654,0.1055976750664011
302,28,274,2,296,0.0927152317880794,0.9333333333333332,0.1686746987951807,0.0921052631578947,FedAvg,10.0,8.0,80.0,112.5,3.191559031084686,33.72990417915783,0.3110141462139059,Correlated,3045,22.193664818637533,
72,24,48,6,522,0.3333333333333333,0.8,0.4705882352941176,0.3076923076923077,FedAvg-ST,10.0,9.0,80.0,126.5625,3.365172073946531,35.27451336538482,0.3110141462139059,Correlated,3045,20.568055840218637,0.1055976750664011
