active,TP,FP,FN,TN,precision,recall,F1,jaccard,method,E,rounds,local_epochs,upload_kib,coef_err,test_mse,lam,scenario,rep,final_obj,tau
162,27,135,3,435,0.1666666666666666,0.9,0.28125,0.1636363636363636,One-shot,,1.0,,14.0625,3.0584819414285613,33.55434885045756,0.4376532228941441,Correlated,2002,,
45,26,19,4,551,0.5777777777777777,0.8666666666666667,0.6933333333333332,0.5306122448979592,ADMM,,92.0,,1293.75,2.665634029794357,32.121144550750294,0.4376532228941441,Correlated,2002,,
214,28,186,2,384,0.1308411214953271,0.9333333333333332,0.2295081967213114,0.1296296296296296,FedAvg,1.0,17.0,17.0,239.0625,3.002018844447909,33.50794100903467,0.4376532228941441,Correlated,2002,21.95976006542353,
50,23,27,7,543,0.46,0.7666666666666667,0.575,0.4035087719298245,FedAvg-ST,1.0,18.0,17.0,253.125,3.284064597694241,35.67282889496941,0.4376532228941441,Correlated,2002,20.567672154941057,0.0949121284266753
174,27,147,3,423,0.1551724137931034,0.9,0.2647058823529411,0.1525423728813559,FedAvg,2.0,9.0,18.0,126.5625,3.024467311991527,33.50882000580157,0.4376532228941441,Correlated,2002,21.598319900270837,
51,22,29,8,541,0.4313725490196078,0.7333333333333333,0.54320987654321,0.3728813559322034,FedAvg-ST,2.0,10.0,18.0,140.625,3.319018936589716,35.93554859378021,0.4376532228941441,Correlated,2002,20.608284221951347,0.0949121284266753
161,27,134,3,436,0.1677018633540372,0.9,0.2827225130890052,0.1646341463414634,FedAvg,3.0,7.0,21.0,98.4375,3.041938430403727,33.53261659804229,0.4376532228941441,Correlated,2002,21.620623876363684,
52,22,30,8,540,0.4230769230769231,0.7333333333333333,0.5365853658536585,0.3666666666666666,FedAvg-ST,3.0,8.0,21.0,112.5,3.327253583369863,35.94972886238832,0.4376532228941441,Correlated,2002,20.63541352437982,0.0949121284266753
161,27,134,3,436,0.1677018633540372,0.9,0.2827225130890052,0.1646341463414634,FedAvg,5.0,5.0,25.0,70.3125,3.049572807983598,33.5276829949005,0.4376532228941441,Correlated,2002,21.63902418523112,
53,22,31,8,539,0.4150943396226415,0.7333333333333333,0.5301204819277109,0.360655737704918,FedAvg-ST,5.0,6.0,25.0,84.375,3.333719748272989,35.97957784568099,0.4376532228941441,Correlated,2002,20.64830831450216,0.0949121284266753
162,27,135,3,435,0.1666666666666666,0.9,0.28125,0.1636363636363636,FedAvg,8.0,4.0,32.0,56.25,3.0567719927939585,33.54965102886347,0.4376532228941441,Correlated,2002,21.652509871652967,
53,21,32,9,538,0.3962264150943396,0.7,0.5060240963855422,0.3387096774193548,FedAvg-ST,8.0,5.0,32.0,70.3125,3.3405404534990137,36.0191386653278,0.4376532228941441,Correlated,2002,20.65266020223787,0.0949121284266753
162,27,135,3,435,0.1666666666666666,0.9,0.28125,0.1636363636363636,FedAvg,10.0,4.0,40.0,56.25,3.058097537256492,33.55429272100306,0.4376532228941441,Correlated,2002,21.65504921911085,
53,21,32,9,538,0.3962264150943396,0.7,0.5060240963855422,0.3387096774193548,FedAvg-ST,10.0,5.0,40.0,70.3125,3.341849035974611,36.026042633850444,0.4376532228941441,Correlated,2002,20.65273619512219,0.0949121284266753
162,27,135,3,435,0.1666666666666666,0.9,0.28125,0.1636363636363636,FedAvg,15.0,3.0,45.0,42.1875,3.0585097749977144,33.55480312278934,0.4376532228941441,Correlated,2002,21.655944523569246,
53,21,32,9,538,0.3962264150943396,0.7,0.5060240963855422,0.3387096774193548,FedAvg-ST,15.0,4.0,45.0,56.25,3.342320394969836,36.02786325019831,0.4376532228941441,Correlated,2002,20.651953077688447,0.0949121284266753
162,27,135,3,435,0.1666666666666666,0.9,0.28125,0.1636363636363636,FedAvg,20.0,3.0,60.0,42.1875,3.058490567328957,33.55443824589883,0.4376532228941441,Correlated,2002,21.65592391767921,
53,21,32,9,538,0.3962264150943396,0.7,0.5060240963855422,0.3387096774193548,FedAvg-ST,20.0,4.0,60.0,56.25,3.342316506038674,36.02765704880865,0.4376532228941441,Correlated,2002,20.651739920525383,0.0949121284266753
