active,TP,FP,FN,TN,precision,recall,F1,jaccard,coef_err,test_mse,rule,E,seed,converged,rounds,kib,lambda1,lambda2,lambda3
268,30,238,0,332,0.111940299,1,0.201342282,0.111940299,0.807302609,1.699179315,val_mse,10,4,TRUE,7,98.4375,0.057361525,0.078804628,0.041753189
257,30,227,0,343,0.116731518,1,0.209059233,0.116731518,0.825704293,1.724168735,val_mse,20,4,TRUE,6,84.375,0.057361525,0.078804628,0.041753189
165,30,135,0,435,0.181818182,1,0.307692308,0.181818182,0.794271882,1.665465482,val_1se,1,4,TRUE,12,168.75,0.078804628,0.108263673,0.148735211
165,30,135,0,435,0.181818182,1,0.307692308,0.181818182,0.931916524,1.904131841,val_1se,3,4,TRUE,7,98.4375,0.078804628,0.108263673,0.148735211
167,30,137,0,433,0.179640719,1,0.304568528,0.179640719,0.966277262,1.96840916,val_1se,5,4,TRUE,6,84.375,0.078804628,0.108263673,0.148735211
164,30,134,0,436,0.182926829,1,0.309278351,0.182926829,0.988986246,2.011423049,val_1se,10,4,TRUE,4,56.25,0.078804628,0.108263673,0.148735211
164,30,134,0,436,0.182926829,1,0.309278351,0.182926829,0.993351349,2.019319458,val_1se,20,4,TRUE,3,42.1875,0.078804628,0.108263673,0.148735211
600,30,570,0,0,0.05,1,0.095238095,0.05,8.45E+60,6.50E+121,BIC,1,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,6.45E+74,3.70E+149,BIC,3,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.30E+77,4.71E+154,BIC,5,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.20E+78,2.43E+157,BIC,10,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.00E+78,5.78E+157,BIC,20,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.45E+60,6.50E+121,EBIC_g05,1,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,6.45E+74,3.70E+149,EBIC_g05,3,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.30E+77,4.71E+154,EBIC_g05,5,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.20E+78,2.43E+157,EBIC_g05,10,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.00E+78,5.78E+157,EBIC_g05,20,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.45E+60,6.50E+121,EBIC_g10,1,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,6.45E+74,3.70E+149,EBIC_g10,3,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.30E+77,4.71E+154,EBIC_g10,5,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.20E+78,2.43E+157,EBIC_g10,10,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.00E+78,5.78E+157,EBIC_g10,20,4,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
50,30,20,0,550,0.6,1,0.75,0.6,3.38022259,11.65979006,oracle_F1,1,4,TRUE,9,126.5625,0.529831691,0.385662042,0.727895384
56,30,26,0,544,0.535714286,1,0.697674419,0.535714286,3.587292522,12.82109304,oracle_F1,3,4,TRUE,5,70.3125,0.529831691,0.385662042,0.727895384
55,30,25,0,545,0.545454545,1,0.705882353,0.545454545,3.610638802,12.95542248,oracle_F1,5,4,TRUE,4,56.25,0.529831691,0.385662042,0.727895384
55,30,25,0,545,0.545454545,1,0.705882353,0.545454545,3.614341912,12.97721603,oracle_F1,10,4,TRUE,3,42.1875,0.529831691,0.385662042,0.727895384
55,30,25,0,545,0.545454545,1,0.705882353,0.545454545,3.614370232,12.97735265,oracle_F1,20,4,TRUE,2,28.125,0.529831691,0.385662042,0.727895384
258,30,228,0,342,0.11627907,1,0.208333333,0.11627907,0.57501309,1.239158764,val_mse,1,5,TRUE,13,182.8125,0.057361525,0.108263673,0.078804628
236,30,206,0,364,0.127118644,1,0.22556391,0.127118644,0.708970031,1.437995365,val_mse,3,5,TRUE,8,112.5,0.057361525,0.108263673,0.078804628
231,30,201,0,369,0.12987013,1,0.229885057,0.12987013,0.745305101,1.503808588,val_mse,5,5,TRUE,6,84.375,0.057361525,0.108263673,0.078804628
235,30,205,0,365,0.127659574,1,0.226415094,0.127659574,0.765503179,1.539313105,val_mse,10,5,TRUE,5,70.3125,0.057361525,0.108263673,0.078804628
236,30,206,0,364,0.127118644,1,0.22556391,0.127118644,0.772711937,1.548088973,val_mse,20,5,TRUE,4,56.25,0.057361525,0.108263673,0.078804628
173,30,143,0,427,0.173410405,1,0.295566502,0.173410405,0.744611581,1.503007642,val_1se,1,5,TRUE,11,154.6875,0.078804628,0.148735211,0.148735211
160,30,130,0,440,0.1875,1,0.315789474,0.1875,0.868997493,1.725946574,val_1se,3,5,TRUE,6,84.375,0.078804628,0.148735211,0.148735211
160,30,130,0,440,0.1875,1,0.315789474,0.1875,0.89711413,1.782926858,val_1se,5,5,TRUE,5,70.3125,0.078804628,0.148735211,0.148735211
160,30,130,0,440,0.1875,1,0.315789474,0.1875,0.911023921,1.808066254,val_1se,10,5,TRUE,4,56.25,0.078804628,0.148735211,0.148735211
159,30,129,0,441,0.188679245,1,0.317460317,0.188679245,0.912703242,1.80981926,val_1se,20,5,TRUE,3,42.1875,0.078804628,0.148735211,0.148735211
600,30,570,0,0,0.05,1,0.095238095,0.05,6.22E+61,3.67E+123,BIC,1,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.43E+58,1.26E+117,BIC,3,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,9.30E+60,7.92E+121,BIC,5,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.10E+62,1.30E+124,BIC,10,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.02E+62,3.98E+124,BIC,20,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,6.22E+61,3.67E+123,EBIC_g05,1,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.43E+58,1.26E+117,EBIC_g05,3,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,9.30E+60,7.92E+121,EBIC_g05,5,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.10E+62,1.30E+124,EBIC_g05,10,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.02E+62,3.98E+124,EBIC_g05,20,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,6.22E+61,3.67E+123,EBIC_g10,1,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.43E+58,1.26E+117,EBIC_g10,3,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,9.30E+60,7.92E+121,EBIC_g10,5,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.10E+62,1.30E+124,EBIC_g10,10,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.02E+62,3.98E+124,EBIC_g10,20,5,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
41,30,11,0,559,0.731707317,1,0.845070423,0.731707317,3.816908376,16.37279685,oracle_F1,1,5,TRUE,9,126.5625,0.529831691,0.727895384,0.727895384
47,30,17,0,553,0.638297872,1,0.779220779,0.638297872,3.984676797,17.79362959,oracle_F1,3,5,TRUE,5,70.3125,0.529831691,0.727895384,0.727895384
46,30,16,0,554,0.652173913,1,0.789473684,0.652173913,4.002247873,17.96043836,oracle_F1,5,5,TRUE,4,56.25,0.529831691,0.727895384,0.727895384
46,30,16,0,554,0.652173913,1,0.789473684,0.652173913,4.006142363,17.99623659,oracle_F1,10,5,TRUE,3,42.1875,0.529831691,0.727895384,0.727895384
46,30,16,0,554,0.652173913,1,0.789473684,0.652173913,4.006236609,17.997115,oracle_F1,20,5,TRUE,2,28.125,0.529831691,0.727895384,0.727895384
417,30,387,0,183,0.071942446,1,0.134228188,0.071942446,0.529910387,1.238656881,val_mse,1,6,TRUE,20,281.25,0.030391954,0.078804628,0.022122163
375,30,345,0,225,0.08,1,0.148148148,0.08,0.614696234,1.301761292,val_mse,3,6,TRUE,11,154.6875,0.030391954,0.078804628,0.022122163
359,30,329,0,241,0.08356546,1,0.154241645,0.08356546,0.650399416,1.344138261,val_mse,5,6,TRUE,9,126.5625,0.030391954,0.078804628,0.022122163
339,30,309,0,261,0.088495575,1,0.162601626,0.088495575,0.690503355,1.402239094,val_mse,10,6,TRUE,8,112.5,0.030391954,0.078804628,0.022122163
333,30,303,0,267,0.09009009,1,0.165289256,0.09009009,0.738250786,1.48340792,val_mse,20,6,TRUE,7,98.4375,0.030391954,0.078804628,0.022122163
194,30,164,0,406,0.154639175,1,0.267857143,0.154639175,0.765923999,1.420206723,val_1se,1,6,TRUE,11,154.6875,0.108263673,0.108263673,0.078804628
188,30,158,0,412,0.159574468,1,0.275229358,0.159574468,0.895936295,1.603864813,val_1se,3,6,TRUE,8,112.5,0.108263673,0.108263673,0.078804628
182,30,152,0,418,0.164835165,1,0.283018868,0.164835165,0.941354208,1.682433071,val_1se,5,6,TRUE,8,112.5,0.108263673,0.108263673,0.078804628
183,30,153,0,417,0.163934426,1,0.281690141,0.163934426,0.999482322,1.796759713,val_1se,10,6,TRUE,6,84.375,0.108263673,0.108263673,0.078804628
180,30,150,0,420,0.166666667,1,0.285714286,0.166666667,1.055310312,1.911194711,val_1se,20,6,TRUE,5,70.3125,0.108263673,0.108263673,0.078804628
600,30,570,0,0,0.05,1,0.095238095,0.05,5.17E+56,2.52E+113,BIC,1,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.57E+69,7.13E+138,BIC,3,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.60E+72,1.39E+145,BIC,5,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.68E+74,7.69E+148,BIC,10,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.23E+75,1.63E+150,BIC,20,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.17E+56,2.52E+113,EBIC_g05,1,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.57E+69,7.13E+138,EBIC_g05,3,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.60E+72,1.39E+145,EBIC_g05,5,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.68E+74,7.69E+148,EBIC_g05,10,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.23E+75,1.63E+150,EBIC_g05,20,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.17E+56,2.52E+113,EBIC_g10,1,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.57E+69,7.13E+138,EBIC_g10,3,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.60E+72,1.39E+145,EBIC_g10,5,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.68E+74,7.69E+148,EBIC_g10,10,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.23E+75,1.63E+150,EBIC_g10,20,6,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
45,30,15,0,555,0.666666667,1,0.8,0.666666667,4.041772514,15.30985346,oracle_F1,1,6,TRUE,9,126.5625,0.529831691,0.727895384,0.727895384
48,30,18,0,552,0.625,1,0.769230769,0.625,4.289735403,17.22751377,oracle_F1,3,6,TRUE,4,56.25,0.529831691,0.727895384,0.727895384
48,30,18,0,552,0.625,1,0.769230769,0.625,4.312806007,17.42074566,oracle_F1,5,6,TRUE,3,42.1875,0.529831691,0.727895384,0.727895384
48,30,18,0,552,0.625,1,0.769230769,0.625,4.315599356,17.44487272,oracle_F1,10,6,TRUE,3,42.1875,0.529831691,0.727895384,0.727895384
48,30,18,0,552,0.625,1,0.769230769,0.625,4.31561402,17.4450086,oracle_F1,20,6,TRUE,2,28.125,0.529831691,0.727895384,0.727895384
281,30,251,0,319,0.106761566,1,0.192926045,0.106761566,0.481482777,1.219888207,val_mse,1,7,TRUE,14,196.875,0.057361525,0.057361525,0.078804628
272,30,242,0,328,0.110294118,1,0.198675497,0.110294118,0.595677842,1.324497009,val_mse,3,7,TRUE,9,126.5625,0.057361525,0.057361525,0.078804628
263,30,233,0,337,0.114068441,1,0.204778157,0.114068441,0.641837271,1.37100928,val_mse,5,7,TRUE,7,98.4375,0.057361525,0.057361525,0.078804628
270,30,240,0,330,0.111111111,1,0.2,0.111111111,0.694389912,1.429743226,val_mse,10,7,TRUE,6,84.375,0.057361525,0.057361525,0.078804628
271,30,241,0,329,0.110701107,1,0.199335548,0.110701107,0.735371004,1.482284201,val_mse,20,7,TRUE,5,70.3125,0.057361525,0.057361525,0.078804628
187,30,157,0,413,0.160427807,1,0.276497696,0.160427807,0.602550207,1.333294816,val_1se,1,7,TRUE,11,154.6875,0.078804628,0.108263673,0.108263673
192,30,162,0,408,0.15625,1,0.27027027,0.15625,0.731095671,1.481102336,val_1se,3,7,TRUE,7,98.4375,0.078804628,0.108263673,0.108263673
194,30,164,0,406,0.154639175,1,0.267857143,0.154639175,0.777617438,1.539179802,val_1se,5,7,TRUE,7,98.4375,0.078804628,0.108263673,0.108263673
190,30,160,0,410,0.157894737,1,0.272727273,0.157894737,0.826795409,1.607718457,val_1se,10,7,TRUE,6,84.375,0.078804628,0.108263673,0.108263673
191,30,161,0,409,0.157068063,1,0.271493213,0.157068063,0.86035305,1.656566287,val_1se,20,7,TRUE,5,70.3125,0.078804628,0.108263673,0.108263673
600,30,570,0,0,0.05,1,0.095238095,0.05,4.83E+45,2.36E+91,BIC,1,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.11E+49,4.28E+98,BIC,3,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.08E+50,1.16E+100,BIC,5,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,7.12E+50,5.99E+101,BIC,10,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,9.88E+50,1.02E+102,BIC,20,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.83E+45,2.36E+91,EBIC_g05,1,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.11E+49,4.28E+98,EBIC_g05,3,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.08E+50,1.16E+100,EBIC_g05,5,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,7.12E+50,5.99E+101,EBIC_g05,10,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,9.88E+50,1.02E+102,EBIC_g05,20,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.83E+45,2.36E+91,EBIC_g10,1,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.11E+49,4.28E+98,EBIC_g10,3,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.08E+50,1.16E+100,EBIC_g10,5,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,7.12E+50,5.99E+101,EBIC_g10,10,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,9.88E+50,1.02E+102,EBIC_g10,20,7,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
61,30,31,0,539,0.491803279,1,0.659340659,0.491803279,3.65616467,12.7722647,oracle_F1,1,7,TRUE,9,126.5625,0.727895384,0.529831691,0.529831691
65,30,35,0,535,0.461538462,1,0.631578947,0.461538462,3.874089185,14.12023792,oracle_F1,3,7,TRUE,5,70.3125,0.727895384,0.529831691,0.529831691
65,30,35,0,535,0.461538462,1,0.631578947,0.461538462,3.913308252,14.38812531,oracle_F1,5,7,TRUE,4,56.25,0.727895384,0.529831691,0.529831691
66,30,36,0,534,0.454545455,1,0.625,0.454545455,3.933079767,14.52133377,oracle_F1,10,7,TRUE,3,42.1875,0.727895384,0.529831691,0.529831691
66,30,36,0,534,0.454545455,1,0.625,0.454545455,3.935363711,14.53668545,oracle_F1,20,7,TRUE,3,42.1875,0.727895384,0.529831691,0.529831691
325,30,295,0,275,0.092307692,1,0.169014085,0.092307692,0.500764988,1.307448124,val_mse,1,8,TRUE,15,210.9375,0.057361525,0.057361525,0.041753189
300,30,270,0,300,0.1,1,0.181818182,0.1,0.615329167,1.434708172,val_mse,3,8,TRUE,9,126.5625,0.057361525,0.057361525,0.041753189
279,30,249,0,321,0.107526882,1,0.194174757,0.107526882,0.652706177,1.491634325,val_mse,5,8,TRUE,8,112.5,0.057361525,0.057361525,0.041753189
264,30,234,0,336,0.113636364,1,0.204081633,0.113636364,0.703292809,1.581338235,val_mse,10,8,TRUE,7,98.4375,0.057361525,0.057361525,0.041753189
268,30,238,0,332,0.111940299,1,0.201342282,0.111940299,0.758571243,1.686740113,val_mse,20,8,TRUE,6,84.375,0.057361525,0.057361525,0.041753189
182,30,152,0,418,0.164835165,1,0.283018868,0.164835165,0.696082535,1.542607364,val_1se,1,8,TRUE,11,154.6875,0.108263673,0.078804628,0.108263673
181,30,151,0,419,0.165745856,1,0.28436019,0.165745856,0.83905353,1.798222752,val_1se,3,8,TRUE,7,98.4375,0.108263673,0.078804628,0.108263673
180,30,150,0,420,0.166666667,1,0.285714286,0.166666667,0.884809302,1.900149899,val_1se,5,8,TRUE,6,84.375,0.108263673,0.078804628,0.108263673
182,30,152,0,418,0.164835165,1,0.283018868,0.164835165,0.941019945,2.025444243,val_1se,10,8,TRUE,5,70.3125,0.108263673,0.078804628,0.108263673
181,30,151,0,419,0.165745856,1,0.28436019,0.165745856,0.978494726,2.109874778,val_1se,20,8,TRUE,4,56.25,0.108263673,0.078804628,0.108263673
600,30,570,0,0,0.05,1,0.095238095,0.05,5.75E+52,3.11E+105,BIC,1,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.57E+55,5.42E+110,BIC,3,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.67E+55,2.04E+111,BIC,5,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.72E+55,3.03E+111,BIC,10,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.87E+55,1.41E+111,BIC,20,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.75E+52,3.11E+105,EBIC_g05,1,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.57E+55,5.42E+110,EBIC_g05,3,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.67E+55,2.04E+111,EBIC_g05,5,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.72E+55,3.03E+111,EBIC_g05,10,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.87E+55,1.41E+111,EBIC_g05,20,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.75E+52,3.11E+105,EBIC_g10,1,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.57E+55,5.42E+110,EBIC_g10,3,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.67E+55,2.04E+111,EBIC_g10,5,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.72E+55,3.03E+111,EBIC_g10,10,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.87E+55,1.41E+111,EBIC_g10,20,8,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
48,30,18,0,552,0.625,1,0.769230769,0.625,3.531243738,15.37094113,oracle_F1,1,8,TRUE,9,126.5625,0.529831691,0.529831691,0.727895384
54,30,24,0,546,0.555555556,1,0.714285714,0.555555556,3.784813774,17.54574143,oracle_F1,3,8,TRUE,5,70.3125,0.529831691,0.529831691,0.727895384
57,30,27,0,543,0.526315789,1,0.689655172,0.526315789,3.821103142,17.85812896,oracle_F1,5,8,TRUE,4,56.25,0.529831691,0.529831691,0.727895384
56,30,26,0,544,0.535714286,1,0.697674419,0.535714286,3.82878661,17.92038153,oracle_F1,10,8,TRUE,3,42.1875,0.529831691,0.529831691,0.727895384
56,30,26,0,544,0.535714286,1,0.697674419,0.535714286,3.828996611,17.92164984,oracle_F1,20,8,TRUE,2,28.125,0.529831691,0.529831691,0.727895384
377,30,347,0,223,0.079575597,1,0.147420147,0.079575597,0.534325593,1.422279676,val_mse,1,9,TRUE,16,225,0.057361525,0.078804628,0.030391954
324,30,294,0,276,0.092592593,1,0.169491525,0.092592593,0.682515147,1.675081684,val_mse,3,9,TRUE,9,126.5625,0.057361525,0.078804628,0.030391954
309,30,279,0,291,0.097087379,1,0.17699115,0.097087379,0.729987665,1.76124245,val_mse,5,9,TRUE,8,112.5,0.057361525,0.078804628,0.030391954
287,30,257,0,313,0.104529617,1,0.189274448,0.104529617,0.783586284,1.875977308,val_mse,10,9,TRUE,8,112.5,0.057361525,0.078804628,0.030391954
275,30,245,0,325,0.109090909,1,0.196721311,0.109090909,0.834363244,2.000129932,val_mse,20,9,TRUE,7,98.4375,0.057361525,0.078804628,0.030391954
175,30,145,0,425,0.171428571,1,0.292682927,0.171428571,0.716300808,1.767110644,val_1se,1,9,TRUE,11,154.6875,0.078804628,0.108263673,0.148735211
180,30,150,0,420,0.166666667,1,0.285714286,0.166666667,0.908752293,2.158986971,val_1se,3,9,TRUE,7,98.4375,0.078804628,0.108263673,0.148735211
174,30,144,0,426,0.172413793,1,0.294117647,0.172413793,0.959185763,2.278129238,val_1se,5,9,TRUE,6,84.375,0.078804628,0.108263673,0.148735211
171,30,141,0,429,0.175438596,1,0.298507463,0.175438596,1.003518994,2.386392921,val_1se,10,9,TRUE,5,70.3125,0.078804628,0.108263673,0.148735211
173,30,143,0,427,0.173410405,1,0.295566502,0.173410405,1.023166872,2.434862861,val_1se,20,9,TRUE,4,56.25,0.078804628,0.108263673,0.148735211
600,30,570,0,0,0.05,1,0.095238095,0.05,2.24E+61,5.49E+122,BIC,1,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.53E+60,2.11E+121,BIC,3,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.65E+60,2.79E+120,BIC,5,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.49E+60,6.29E+120,BIC,10,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.80E+60,2.33E+121,BIC,20,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.24E+61,5.49E+122,EBIC_g05,1,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.53E+60,2.11E+121,EBIC_g05,3,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.65E+60,2.79E+120,EBIC_g05,5,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.49E+60,6.29E+120,EBIC_g05,10,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.80E+60,2.33E+121,EBIC_g05,20,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.24E+61,5.49E+122,EBIC_g10,1,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
