active,TP,FP,FN,TN,precision,recall,F1,jaccard,coef_err,test_mse,rule,E,seed,converged,rounds,kib,lambda1,lambda2,lambda3
600,30,570,0,0,0.05,1,0.095238095,0.05,4.53E+60,2.11E+121,EBIC_g10,3,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.65E+60,2.79E+120,EBIC_g10,5,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.49E+60,6.29E+120,EBIC_g10,10,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.80E+60,2.33E+121,EBIC_g10,20,9,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,3.664649518,15.69452622,oracle_F1,1,9,TRUE,8,112.5,0.529831691,0.529831691,1
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,3.801595222,17.06035854,oracle_F1,3,9,TRUE,5,70.3125,0.529831691,0.529831691,1
45,30,15,0,555,0.666666667,1,0.8,0.666666667,3.81224412,17.17122465,oracle_F1,5,9,TRUE,4,56.25,0.529831691,0.529831691,1
45,30,15,0,555,0.666666667,1,0.8,0.666666667,3.813304433,17.18309184,oracle_F1,10,9,TRUE,3,42.1875,0.529831691,0.529831691,1
45,30,15,0,555,0.666666667,1,0.8,0.666666667,3.813312203,17.1831543,oracle_F1,20,9,TRUE,2,28.125,0.529831691,0.529831691,1
439,30,409,0,161,0.06833713,1,0.12793177,0.06833713,0.447809452,1.400631487,val_mse,1,10,TRUE,19,267.1875,0.078804628,0.041753189,0.011721023
383,30,353,0,217,0.078328982,1,0.14527845,0.078328982,0.499301904,1.469600632,val_mse,3,10,TRUE,11,154.6875,0.078804628,0.041753189,0.011721023
351,30,321,0,249,0.085470085,1,0.157480315,0.085470085,0.527328052,1.506531039,val_mse,5,10,TRUE,9,126.5625,0.078804628,0.041753189,0.011721023
318,30,288,0,282,0.094339623,1,0.172413793,0.094339623,0.566591131,1.558922501,val_mse,10,10,TRUE,8,112.5,0.078804628,0.041753189,0.011721023
305,30,275,0,295,0.098360656,1,0.179104478,0.098360656,0.603169507,1.621658362,val_mse,20,10,TRUE,8,112.5,0.078804628,0.041753189,0.011721023
154,30,124,0,446,0.194805195,1,0.326086957,0.194805195,0.629396849,1.634542853,val_1se,1,10,TRUE,11,154.6875,0.108263673,0.108263673,0.108263673
163,30,133,0,437,0.18404908,1,0.310880829,0.18404908,0.750534505,1.839451668,val_1se,3,10,TRUE,7,98.4375,0.108263673,0.108263673,0.108263673
172,30,142,0,428,0.174418605,1,0.297029703,0.174418605,0.786572148,1.914545448,val_1se,5,10,TRUE,6,84.375,0.108263673,0.108263673,0.108263673
173,30,143,0,427,0.173410405,1,0.295566502,0.173410405,0.827000408,2.005554751,val_1se,10,10,TRUE,5,70.3125,0.108263673,0.108263673,0.108263673
176,30,146,0,424,0.170454545,1,0.291262136,0.170454545,0.849347921,2.056972452,val_1se,20,10,TRUE,4,56.25,0.108263673,0.108263673,0.108263673
600,30,570,0,0,0.05,1,0.095238095,0.05,8.78E+53,7.72E+107,BIC,1,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.04E+60,1.08E+120,BIC,3,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.54E+60,6.51E+120,BIC,5,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.86E+61,8.28E+122,BIC,10,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.45E+61,1.23E+123,BIC,20,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.78E+53,7.72E+107,EBIC_g05,1,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.04E+60,1.08E+120,EBIC_g05,3,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.54E+60,6.51E+120,EBIC_g05,5,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.86E+61,8.28E+122,EBIC_g05,10,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.45E+61,1.23E+123,EBIC_g05,20,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.78E+53,7.72E+107,EBIC_g10,1,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.04E+60,1.08E+120,EBIC_g10,3,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.54E+60,6.51E+120,EBIC_g10,5,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.86E+61,8.28E+122,EBIC_g10,10,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.45E+61,1.23E+123,EBIC_g10,20,10,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
34,30,4,0,566,0.882352941,1,0.9375,0.882352941,3.379509247,13.39650488,oracle_F1,1,10,TRUE,8,112.5,0.529831691,0.529831691,1
36,30,6,0,564,0.833333333,1,0.909090909,0.833333333,3.479620714,14.18202529,oracle_F1,3,10,TRUE,4,56.25,0.529831691,0.529831691,1
36,30,6,0,564,0.833333333,1,0.909090909,0.833333333,3.481976239,14.1929607,oracle_F1,5,10,TRUE,3,42.1875,0.529831691,0.529831691,1
36,30,6,0,564,0.833333333,1,0.909090909,0.833333333,3.482033814,14.19278388,oracle_F1,10,10,TRUE,2,28.125,0.529831691,0.529831691,1
36,30,6,0,564,0.833333333,1,0.909090909,0.833333333,3.482033222,14.1927802,oracle_F1,20,10,TRUE,2,28.125,0.529831691,0.529831691,1
586,30,556,0,14,0.051194539,1,0.097402597,0.051194539,0.514884032,1.30750628,val_mse,1,11,TRUE,19,267.1875,0.057361525,0.078804628,0.000672336
583,30,553,0,17,0.051457976,1,0.097879282,0.051457976,0.59566534,1.408325631,val_mse,3,11,TRUE,11,154.6875,0.057361525,0.078804628,0.000672336
569,30,539,0,31,0.052724077,1,0.100166945,0.052724077,0.611852609,1.432061073,val_mse,5,11,TRUE,10,140.625,0.057361525,0.078804628,0.000672336
542,30,512,0,58,0.055350554,1,0.104895105,0.055350554,0.622041775,1.447877227,val_mse,10,11,TRUE,9,126.5625,0.057361525,0.078804628,0.000672336
501,30,471,0,99,0.05988024,1,0.11299435,0.05988024,0.624798326,1.445016048,val_mse,20,11,TRUE,9,126.5625,0.057361525,0.078804628,0.000672336
278,30,248,0,322,0.107913669,1,0.194805195,0.107913669,0.590506917,1.380506282,val_1se,1,11,TRUE,14,196.875,0.078804628,0.108263673,0.041753189
256,30,226,0,344,0.1171875,1,0.20979021,0.1171875,0.727016977,1.577977519,val_1se,3,11,TRUE,9,126.5625,0.078804628,0.108263673,0.041753189
246,30,216,0,354,0.12195122,1,0.217391304,0.12195122,0.763567099,1.632014222,val_1se,5,11,TRUE,8,112.5,0.078804628,0.108263673,0.041753189
230,30,200,0,370,0.130434783,1,0.230769231,0.130434783,0.801953225,1.672958536,val_1se,10,11,TRUE,7,98.4375,0.078804628,0.108263673,0.041753189
227,30,197,0,373,0.13215859,1,0.233463035,0.13215859,0.831525891,1.701055117,val_1se,20,11,TRUE,6,84.375,0.078804628,0.108263673,0.041753189
600,30,570,0,0,0.05,1,0.095238095,0.05,3.37E+59,1.11E+119,BIC,1,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.72E+60,1.22E+121,BIC,3,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.84E+60,1.98E+121,BIC,5,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.51E+60,1.69E+121,BIC,10,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.23E+60,8.58E+120,BIC,20,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.37E+59,1.11E+119,EBIC_g05,1,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.72E+60,1.22E+121,EBIC_g05,3,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.84E+60,1.98E+121,EBIC_g05,5,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.51E+60,1.69E+121,EBIC_g05,10,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.23E+60,8.58E+120,EBIC_g05,20,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.37E+59,1.11E+119,EBIC_g10,1,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.72E+60,1.22E+121,EBIC_g10,3,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.84E+60,1.98E+121,EBIC_g10,5,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.51E+60,1.69E+121,EBIC_g10,10,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.23E+60,8.58E+120,EBIC_g10,20,11,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
49,30,19,0,551,0.612244898,1,0.759493671,0.612244898,4.013876811,15.49929015,oracle_F1,1,11,TRUE,9,126.5625,0.529831691,0.727895384,0.727895384
51,30,21,0,549,0.588235294,1,0.740740741,0.588235294,4.167246247,16.56211212,oracle_F1,3,11,TRUE,5,70.3125,0.529831691,0.727895384,0.727895384
50,30,20,0,550,0.6,1,0.75,0.6,4.192771753,16.74758043,oracle_F1,5,11,TRUE,4,56.25,0.529831691,0.727895384,0.727895384
50,30,20,0,550,0.6,1,0.75,0.6,4.19936784,16.79411449,oracle_F1,10,11,TRUE,3,42.1875,0.529831691,0.727895384,0.727895384
50,30,20,0,550,0.6,1,0.75,0.6,4.199524703,16.79517864,oracle_F1,20,11,TRUE,2,28.125,0.529831691,0.727895384,0.727895384
304,30,274,0,296,0.098684211,1,0.179640719,0.098684211,0.554978462,1.242173106,val_mse,1,12,TRUE,13,182.8125,0.078804628,0.041753189,0.078804628
270,30,240,0,330,0.111111111,1,0.2,0.111111111,0.718761716,1.476635713,val_mse,3,12,TRUE,9,126.5625,0.078804628,0.041753189,0.078804628
260,30,230,0,340,0.115384615,1,0.206896552,0.115384615,0.77666722,1.580568026,val_mse,5,12,TRUE,7,98.4375,0.078804628,0.041753189,0.078804628
250,30,220,0,350,0.12,1,0.214285714,0.12,0.831744556,1.691923413,val_mse,10,12,TRUE,6,84.375,0.078804628,0.041753189,0.078804628
244,30,214,0,356,0.12295082,1,0.218978102,0.12295082,0.858933224,1.751761142,val_mse,20,12,TRUE,5,70.3125,0.078804628,0.041753189,0.078804628
181,30,151,0,419,0.165745856,1,0.28436019,0.165745856,0.712625742,1.461256467,val_1se,1,12,TRUE,11,154.6875,0.108263673,0.078804628,0.108263673
180,30,150,0,420,0.166666667,1,0.285714286,0.166666667,0.877841754,1.763872521,val_1se,3,12,TRUE,8,112.5,0.108263673,0.078804628,0.108263673
173,30,143,0,427,0.173410405,1,0.295566502,0.173410405,0.931980285,1.88434686,val_1se,5,12,TRUE,6,84.375,0.108263673,0.078804628,0.108263673
175,30,145,0,425,0.171428571,1,0.292682927,0.171428571,0.979465749,2.000492016,val_1se,10,12,TRUE,5,70.3125,0.108263673,0.078804628,0.108263673
177,30,147,0,423,0.169491525,1,0.289855072,0.169491525,0.999802887,2.05316823,val_1se,20,12,TRUE,4,56.25,0.108263673,0.078804628,0.108263673
600,30,570,0,0,0.05,1,0.095238095,0.05,1.01E+59,1.00E+118,BIC,1,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.05E+57,8.95E+114,BIC,3,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.17E+58,4.43E+116,BIC,5,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,7.12E+59,5.01E+119,BIC,10,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.13E+60,9.72E+120,BIC,20,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.01E+59,1.00E+118,EBIC_g05,1,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.05E+57,8.95E+114,EBIC_g05,3,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.17E+58,4.43E+116,EBIC_g05,5,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,7.12E+59,5.01E+119,EBIC_g05,10,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.13E+60,9.72E+120,EBIC_g05,20,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.01E+59,1.00E+118,EBIC_g10,1,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.05E+57,8.95E+114,EBIC_g10,3,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.17E+58,4.43E+116,EBIC_g10,5,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,7.12E+59,5.01E+119,EBIC_g10,10,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.13E+60,9.72E+120,EBIC_g10,20,12,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
42,30,12,0,558,0.714285714,1,0.833333333,0.714285714,3.805098361,16.22456182,oracle_F1,1,12,TRUE,9,126.5625,0.529831691,0.529831691,1
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,4.02110014,18.08543478,oracle_F1,3,12,TRUE,4,56.25,0.529831691,0.529831691,1
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,4.036072061,18.21196422,oracle_F1,5,12,TRUE,3,42.1875,0.529831691,0.529831691,1
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,4.038140936,18.22939943,oracle_F1,10,12,TRUE,3,42.1875,0.529831691,0.529831691,1
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,4.038152579,18.22949728,oracle_F1,20,12,TRUE,2,28.125,0.529831691,0.529831691,1
352,30,322,0,248,0.085227273,1,0.157068063,0.085227273,0.492483477,1.257590022,val_mse,1,13,TRUE,16,225,0.057361525,0.041753189,0.057361525
311,30,281,0,289,0.096463023,1,0.175953079,0.096463023,0.640283902,1.439211492,val_mse,3,13,TRUE,10,140.625,0.057361525,0.041753189,0.057361525
309,30,279,0,291,0.097087379,1,0.17699115,0.097087379,0.687230896,1.519873025,val_mse,5,13,TRUE,8,112.5,0.057361525,0.041753189,0.057361525
297,30,267,0,303,0.101010101,1,0.183486239,0.101010101,0.736402144,1.598272228,val_mse,10,13,TRUE,6,84.375,0.057361525,0.041753189,0.057361525
288,30,258,0,312,0.104166667,1,0.188679245,0.104166667,0.763649085,1.639631719,val_mse,20,13,TRUE,5,70.3125,0.057361525,0.041753189,0.057361525
167,30,137,0,433,0.179640719,1,0.304568528,0.179640719,0.717789061,1.586959088,val_1se,1,13,TRUE,11,154.6875,0.108263673,0.108263673,0.108263673
171,30,141,0,429,0.175438596,1,0.298507463,0.175438596,0.878751882,1.870829189,val_1se,3,13,TRUE,7,98.4375,0.108263673,0.108263673,0.108263673
167,30,137,0,433,0.179640719,1,0.304568528,0.179640719,0.920276265,1.94672443,val_1se,5,13,TRUE,6,84.375,0.108263673,0.108263673,0.108263673
163,30,133,0,437,0.18404908,1,0.310880829,0.18404908,0.95138838,2.001162776,val_1se,10,13,TRUE,5,70.3125,0.108263673,0.108263673,0.108263673
159,30,129,0,441,0.188679245,1,0.317460317,0.188679245,0.961202079,2.019892531,val_1se,20,13,TRUE,4,56.25,0.108263673,0.108263673,0.108263673
600,30,570,0,0,0.05,1,0.095238095,0.05,3.83E+58,1.52E+117,BIC,1,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.58E+64,2.39E+128,BIC,3,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.06E+65,4.14E+130,BIC,5,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.69E+66,8.09E+132,BIC,10,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.80E+66,3.79E+133,BIC,20,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.83E+58,1.52E+117,EBIC_g05,1,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.58E+64,2.39E+128,EBIC_g05,3,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.06E+65,4.14E+130,EBIC_g05,5,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.69E+66,8.09E+132,EBIC_g05,10,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.80E+66,3.79E+133,EBIC_g05,20,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.83E+58,1.52E+117,EBIC_g10,1,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.58E+64,2.39E+128,EBIC_g10,3,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.06E+65,4.14E+130,EBIC_g10,5,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.69E+66,8.09E+132,EBIC_g10,10,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,5.80E+66,3.79E+133,EBIC_g10,20,13,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
56,30,26,0,544,0.535714286,1,0.697674419,0.535714286,2.719002263,8.679827961,oracle_F1,1,13,TRUE,9,126.5625,0.529831691,0.385662042,0.385662042
67,30,37,0,533,0.447761194,1,0.618556701,0.447761194,2.906677956,9.694333929,oracle_F1,3,13,TRUE,6,84.375,0.529831691,0.385662042,0.385662042
65,30,35,0,535,0.461538462,1,0.631578947,0.461538462,2.949839878,9.929915446,oracle_F1,5,13,TRUE,5,70.3125,0.529831691,0.385662042,0.385662042
66,30,36,0,534,0.454545455,1,0.625,0.454545455,2.978537798,10.08429386,oracle_F1,10,13,TRUE,4,56.25,0.529831691,0.385662042,0.385662042
66,30,36,0,534,0.454545455,1,0.625,0.454545455,2.983766021,10.11300466,oracle_F1,20,13,TRUE,3,42.1875,0.529831691,0.385662042,0.385662042
593,30,563,0,7,0.050590219,1,0.096308186,0.050590219,0.560279308,1.419962841,val_mse,1,14,TRUE,22,309.375,0.057361525,0.041753189,1.00E-04
595,30,565,0,5,0.050420168,1,0.096,0.050420168,0.661459219,1.449021407,val_mse,3,14,TRUE,13,182.8125,0.057361525,0.041753189,1.00E-04
590,30,560,0,10,0.050847458,1,0.096774194,0.050847458,0.695048648,1.472260565,val_mse,5,14,TRUE,11,154.6875,0.057361525,0.041753189,1.00E-04
587,30,557,0,13,0.051107325,1,0.097244733,0.051107325,0.724390929,1.4896385,val_mse,10,14,TRUE,10,140.625,0.057361525,0.041753189,1.00E-04
571,30,541,0,29,0.052539405,1,0.099833611,0.052539405,0.737373531,1.494547495,val_mse,20,14,TRUE,9,126.5625,0.057361525,0.041753189,1.00E-04
167,30,137,0,433,0.179640719,1,0.304568528,0.179640719,0.815503824,1.6031546,val_1se,1,14,TRUE,11,154.6875,0.108263673,0.108263673,0.108263673
172,30,142,0,428,0.174418605,1,0.297029703,0.174418605,0.982424351,1.811510409,val_1se,3,14,TRUE,8,112.5,0.108263673,0.108263673,0.108263673
179,30,149,0,421,0.167597765,1,0.28708134,0.167597765,1.041084838,1.903722315,val_1se,5,14,TRUE,7,98.4375,0.108263673,0.108263673,0.108263673
179,30,149,0,421,0.167597765,1,0.28708134,0.167597765,1.102724403,2.007882073,val_1se,10,14,TRUE,5,70.3125,0.108263673,0.108263673,0.108263673
177,30,147,0,423,0.169491525,1,0.289855072,0.169491525,1.146900108,2.087704226,val_1se,20,14,TRUE,4,56.25,0.108263673,0.108263673,0.108263673
600,30,570,0,0,0.05,1,0.095238095,0.05,8.49E+64,8.42E+129,BIC,1,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.12E+72,5.28E+144,BIC,3,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.39E+73,2.27E+147,BIC,5,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.25E+74,1.84E+148,BIC,10,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.11E+74,1.43E+148,BIC,20,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.49E+64,8.42E+129,EBIC_g05,1,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.12E+72,5.28E+144,EBIC_g05,3,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.39E+73,2.27E+147,EBIC_g05,5,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.25E+74,1.84E+148,EBIC_g05,10,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.11E+74,1.43E+148,EBIC_g05,20,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,8.49E+64,8.42E+129,EBIC_g10,1,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.12E+72,5.28E+144,EBIC_g10,3,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.39E+73,2.27E+147,EBIC_g10,5,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.25E+74,1.84E+148,EBIC_g10,10,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.11E+74,1.43E+148,EBIC_g10,20,14,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
46,30,16,0,554,0.652173913,1,0.789473684,0.652173913,3.832631339,14.3604417,oracle_F1,1,14,TRUE,9,126.5625,0.529831691,0.529831691,1
50,30,20,0,550,0.6,1,0.75,0.6,4.038501666,15.72534874,oracle_F1,3,14,TRUE,5,70.3125,0.529831691,0.529831691,1
51,30,21,0,549,0.588235294,1,0.740740741,0.588235294,4.064553345,15.89844752,oracle_F1,5,14,TRUE,4,56.25,0.529831691,0.529831691,1
51,30,21,0,549,0.588235294,1,0.740740741,0.588235294,4.069589801,15.93050527,oracle_F1,10,14,TRUE,3,42.1875,0.529831691,0.529831691,1
51,30,21,0,549,0.588235294,1,0.740740741,0.588235294,4.069646214,15.9308873,oracle_F1,20,14,TRUE,2,28.125,0.529831691,0.529831691,1
267,30,237,0,333,0.112359551,1,0.202020202,0.112359551,0.608503141,1.457980758,val_mse,1,15,TRUE,13,182.8125,0.057361525,0.078804628,0.078804628
252,30,222,0,348,0.119047619,1,0.212765957,0.119047619,0.751221897,1.587343888,val_mse,3,15,TRUE,8,112.5,0.057361525,0.078804628,0.078804628
240,30,210,0,360,0.125,1,0.222222222,0.125,0.802536008,1.630732458,val_mse,5,15,TRUE,8,112.5,0.057361525,0.078804628,0.078804628
234,30,204,0,366,0.128205128,1,0.227272727,0.128205128,0.864861075,1.690060191,val_mse,10,15,TRUE,6,84.375,0.057361525,0.078804628,0.078804628
237,30,207,0,363,0.126582278,1,0.224719101,0.126582278,0.904519994,1.741649601,val_mse,20,15,TRUE,5,70.3125,0.057361525,0.078804628,0.078804628
168,30,138,0,432,0.178571429,1,0.303030303,0.178571429,0.778383621,1.617136904,val_1se,1,15,TRUE,11,154.6875,0.078804628,0.108263673,0.148735211
164,30,134,0,436,0.182926829,1,0.309278351,0.182926829,0.931857542,1.784832906,val_1se,3,15,TRUE,7,98.4375,0.078804628,0.108263673,0.148735211
167,30,137,0,433,0.179640719,1,0.304568528,0.179640719,0.983184937,1.850324862,val_1se,5,15,TRUE,6,84.375,0.078804628,0.108263673,0.148735211
169,30,139,0,431,0.177514793,1,0.301507538,0.177514793,1.032991232,1.921021644,val_1se,10,15,TRUE,5,70.3125,0.078804628,0.108263673,0.148735211
171,30,141,0,429,0.175438596,1,0.298507463,0.175438596,1.059784631,1.964516717,val_1se,20,15,TRUE,4,56.25,0.078804628,0.108263673,0.148735211
