"rule","E","n_rep","active","TP","FP","FN","precision","recall","F1","F1_se","jaccard","coef_err","test_mse","frac_FN"
"val_1se_thresh",5,30,14.3666666666667,14.1,0.266666666666667,15.9,0.982673780467898,0.47,0.628555528900985,NA,0.465837813620072,1.39643491174385,2.08113680107937,1
"BIC_corrected_thresh",5,30,14.0666666666667,13.9,0.166666666666667,16.1,0.9896860410831,0.463333333333333,0.623509830269429,NA,0.460573476702509,1.39370229551033,2.07309752461355,1
"val_mse_local_thresh",5,30,23.76,15.94,7.82,14.06,0.682256815532531,0.531333333333333,0.591770966001662,NA,0.422575552889349,1.19198239166538,1.94206390401614,1
"BIC_corrected",5,30,70.2666666666667,23.5666666666667,46.7,6.43333333333333,0.348727961585245,0.785555555555556,0.476224859109024,NA,0.31410294463008,1.34761322121218,2.01602132855066,1
"BIC_corrected_local_thresh",5,30,10.6733333333333,9.42666666666667,1.24666666666667,20.5733333333333,0.880207558188885,0.314222222222222,0.457980272627571,NA,0.301757361530241,1.41549272724878,2.16716845108977,1
"val_1se",5,30,82.7333333333333,24.4333333333333,58.3,5.56666666666667,0.327220130599183,0.814444444444444,0.45448152502426,NA,0.297767630416247,1.34883421789048,2.01223343400923,1
"val_1se_local_thresh",5,30,10.63,9.19666666666667,1.43333333333333,20.8033333333333,0.871135981028322,0.306555555555556,0.448797787211453,NA,0.29264220648903,1.42352328860108,2.18314128798794,1
"BIC_corrected_localonly",5,30,35.35,14.4633333333333,20.8866666666667,15.5366666666667,0.420382457412806,0.482111111111111,0.441844097292411,NA,0.284797868390123,1.38044753010112,2.12556834658463,1
"val_1se_localonly",5,30,39.5366666666667,14.6333333333333,24.9033333333333,15.3666666666667,0.388529170102122,0.487777777777778,0.421856910738634,NA,0.268466880621929,1.38516020369329,2.13379355315003,1
"path_best_F1",5,30,88.7,23.4333333333333,65.2666666666667,6.56666666666667,0.284399974611271,0.781111111111111,0.410016697544211,NA,0.260910841406043,1.42437900499523,2.13593395739992,1
"val_mse_localonly",5,30,117.286666666667,22.16,95.1266666666667,7.84,0.192275020992118,0.738666666666667,0.303736932159858,NA,0.179468863757204,1.18698292896637,1.98356453007376,1
"val_mse",5,30,256.733333333333,29.2333333333333,227.5,0.766666666666667,0.118119821737451,0.974444444444444,0.209891012090637,NA,0.11766149798969,1.03899786465005,1.65267028043489,1
